"id","cleaned_genres","rating","reviews","salesrank","first_genre","num_main_genres"
31168,"Books on Tape|Business|Management|Biographies & Memoirs|Professionals & Academics|Business & Investing|Management & Leadership|Leadership|Small Business & Entrepreneurship|Entrepreneurship|General|Home & Office|Business & Investing Books|Careers",3.5,235,485260,"Books on Tape",3
31172,"Science Fiction & Fantasy|Fantasy|General",4.5,87,555421,"Science Fiction & Fantasy",1
31195,"Literature & Fiction|World Literature|United States|African American|Mosley, Walter|Mystery & Thrillers|Mystery|General|Hard-Boiled|Authors, A-Z|( M )",4,44,850442,"Literature & Fiction",2
31495,"Literature & Fiction|General|Classics|Literary|World Literature|Russian|Authors, A-Z|( T )|Tolstoy, Leo",4.5,219,699710,"Literature & Fiction",1
31679,"Children's Books|Literature|Short Story Collections|Teens|History & Historical Fiction|Historical Fiction",5,55,568323,"Children's Books",2
31786,"Literature & Fiction|General|Classics|Literary|Genre Fiction|Political",4.5,113,2749,"Literature & Fiction",1
31818,"Books on Tape|Children's Books|Classics|General|Literature|Classics by Age|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Authors & Illustrators, A-Z|( G )|Grahame, Kenneth|Fiction|Animals|Fantasy",4.5,97,921007,"Books on Tape",2
31953,"Books on Tape|Mystery & Thrillers|Mystery|Authors, A-Z|( C )|Crais, Robert|General",4,37,636119,"Books on Tape",2
31960,"Children's Books|Animals|Horses|Fiction|Literature|Classics by Age|General",4.5,39,790422,"Children's Books",1
31974,"Literature & Fiction|General|Contemporary",4.5,38,22477,"Literature & Fiction",1
32037,"Nonfiction|Social Sciences|Sociology|Race Relations|America|Discrimination & Racism|General|Special Groups|African-American Studies|Reference|Words & Language|Communication",4,60,79489,"Nonfiction",2
32039,"Literature & Fiction|General|Contemporary|Travel|Africa|Egypt|Categories|Travel Books",4,50,252395,"Literature & Fiction",2
32090,"Literature & Fiction|General|Contemporary|World Literature|African|Authors, A-Z|( G )|Gordimer, Nadine|Central & South African",3.5,38,93409,"Literature & Fiction",1
32091,"Literature & Fiction|General|Comic|Contemporary|Romance",3.5,67,97489,"Literature & Fiction",2
32154,"Religion & Spirituality|Christianity|Bibles|Translations|New Revised Standard|Other",4,39,201580,"Religion & Spirituality",1
32209,"Literature & Fiction|World Literature|United States|Classics|Fitzgerald, F. Scott|General|Authors, A-Z|( F )",4,40,846199,"Literature & Fiction",1
32395,"Mystery & Thrillers|Mystery|General|Police Procedurals|Thrillers|Suspense|Authors, A-Z|( W )|Woods, Stuart",2.5,55,95891,"Mystery & Thrillers",1
32478,"Computers & Internet|Programming|Java|General",4,122,331612,"Computers & Internet",1
32492,"Children's Books|Literature|Action & Adventure|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Science Fiction & Fantasy|Authors, A-Z|( Y )|Yolen, Jane|Teens|Literature & Fiction|Adventure & Thrillers|Fantasy|Science Fiction|Authors & Illustrators, A-Z",4.5,79,330037,"Children's Books",4
32677,"Mystery & Thrillers|Thrillers|General|Medical|Authors, A-Z|( C )|Cook, Robin",3,248,176516,"Mystery & Thrillers",1
32755,"Biographies & Memoirs|General|Professionals & Academics|Business|Business & Investing|Biographies & Primers|Company Histories",4,40,317401,"Biographies & Memoirs",2
33261,"Business & Investing|Biographies & Primers|Company Histories|General|Investing|Nonfiction|Politics|Leadership|Industries & Professions|Home & Office|Business & Investing Books",3.5,47,167371,"Business & Investing",2
33284,"Bargain Books|Cooking, Food & Wine|Drinks & Beverages|Literature & Fiction|Fiction|Mysteries & Thrillers|Genre Fiction|Historical|Mystery & Thrillers|Mystery|General|Amazon.com Outlet|Categories|Bargain Books Outlet",4.5,48,548458,"Bargain Books",4
33379,"Literature & Fiction|Genre Fiction|Men's Adventure|Mystery & Thrillers|Thrillers|General|Technothrillers|Authors, A-Z|( C )|Clancy, Tom|Paperback|Action & Adventure",3.5,1421,30352,"Literature & Fiction",2
33830,"Literature & Fiction|General|Classics|Genre Fiction|Action & Adventure",4.5,72,742650,"Literature & Fiction",1
33889,"Literature & Fiction|General|Contemporary",4,104,416787,"Literature & Fiction",1
33952,"Mystery & Thrillers|Mystery|General|Thrillers",4,162,212426,"Mystery & Thrillers",1
33955,"Science Fiction & Fantasy|Fantasy|General|Authors, A-Z|( L )|Lackey, Mercedes|Paperback",4,35,71841,"Science Fiction & Fantasy",1
33956,"Biographies & Memoirs|Arts & Literature|Artists, Architects & Photographers|Entertainment|Humor|General|Nonfiction|Social Sciences|Sociology",4,50,200198,"Biographies & Memoirs",3
34011,"Romance|Authors, A-Z|( L )|Laurens, Stephanie|General|Historical|Regency",3.5,43,11147,"Romance",1
34336,"Children's Books|Literature|Action & Adventure|Classics by Age|General|Ages 9-12|Authors & Illustrators, A-Z|( G )|George, Jean Craighead",4,434,222791,"Children's Books",1
34428,"Computers & Internet|Computer & Video Games|Programming|Web Development|HTML, Graphics, & Design|Web Graphics|Graphics & Multimedia|Direct3D & DirectX|General|Software Design|Software Development|Entertainment|Games|Video & Electronic Games|Graphics & Illustration|Home & Office|Computer & Internet Books|Internet|Digital Business & Culture|Project Management",3,39,500630,"Computers & Internet",2
34580,"Science Fiction & Fantasy|Fantasy|General|Historical",4,73,78946,"Science Fiction & Fantasy",1
34661,"History|Jewish|Holocaust|Europe|England|General|Western",3.5,34,516015,"History",1
34771,"Business & Investing|Biographies & Primers|Inspiration|General|Management & Leadership|Management|Medicine|Administration & Policy|Professional & Technical|Medical|Administration & Medicine Economics",4,102,750,"Business & Investing",3
34772,"Children's Books|Literature|Classics by Age|General|Science Fiction, Fantasy, Mystery & Horror|Spine-Chilling Horror|Horror|Authors, A-Z|( S )|Stevenson, Robert Louis|Teens|Literature & Fiction|Classics|Authors & Illustrators, A-Z",4,60,615717,"Children's Books",4
34803,"History|Europe|General|World",4,61,144182,"History",1
34860,"Biographies & Memoirs|Arts & Literature|Entertainers|General|Nonfiction|True Accounts|Murder & Mayhem|People, A-Z|( M )|Monroe, Marilyn",4.5,56,418460,"Biographies & Memoirs",2
34868,"Literature & Fiction|General|Contemporary|Women's Fiction|Friendship",3,42,544032,"Literature & Fiction",1
35328,"Business & Investing|General|Marketing & Sales|Advertising|Marketing|Industrial|Public Relations|Home & Office|Business & Investing Books",3,60,19038,"Business & Investing",1
35427,"Biographies & Memoirs|General|Nonfiction|Education|Education Theory|Contemporary Methods|Experimental|Philosophy & Social Aspects|Policy",4,51,35828,"Biographies & Memoirs",2
35509,"Children's Books|Literature|Action & Adventure|Classics by Age|General|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|People & Places|Family Life|Siblings|Fiction|Ages 9-12|Authors & Illustrators, A-Z|( L )|Lewis, C.S.|Religions|Christianity|Series|The Chronicles of Narnia",5,69,11836,"Children's Books",1
35596,"Romance|General|Authors, A-Z|( L )|Lindsey, Johanna|Paperback|Historical",5,99,7292,"Romance",1
35623,"Mystery & Thrillers|Thrillers|General|Spy Stories & Tales of Intrigue",3.5,117,68718,"Mystery & Thrillers",1
35625,"Literature & Fiction|World Literature|United States|Classics|Hemingway, Ernest|General|Literary|Authors, A-Z|( H )|Paperback",4,50,23533,"Literature & Fiction",1
35699,"Home & Garden|Home Design|Remodeling & Renovation|General|Interior Design|Decorating|Religion & Spirituality|New Age|Health, Mind & Body|Personal Health|Stress|Feng Shui",4.5,57,81933,"Home & Garden",3
35752,"History|Ancient|General|Nonfiction|Social Sciences|Archaeology|Religion & Spirituality|Religious Studies",4,63,394026,"History",3
35814,"Literature & Fiction|Genre Fiction|Historical|War|Mystery & Thrillers|Thrillers|General|Authors, A-Z|( G )|Griffin, W. E. B.|Hardcover",3.5,67,300893,"Literature & Fiction",2
35883,"Children's Books|People & Places|Social Issues|Special Needs|Fiction|Social Situations|Emotions & Feelings|Science, Nature & How It Works|Health|Personal Hygiene|Teens|Literature & Fiction|General|Health, Mind & Body|Personal Health|Children's Health|Special Needs Children",4,145,496425,"Children's Books",4
35931,"Literature & Fiction|World Literature|United States|African American|McMillan, Terry|General|Contemporary",3.5,232,163368,"Literature & Fiction",1
35951,"Literature & Fiction|Books & Reading|Booksellers & Bookselling|Mystery & Thrillers|Mystery|General|Historical",3,38,132321,"Literature & Fiction",2
35991,"Literature & Fiction|General|Contemporary",3,60,372389,"Literature & Fiction",1
36017,"Children's Books|Literature|Classics by Age|General|Humorous|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Ages 9-12|Authors & Illustrators, A-Z|( A )|Alexander, Lloyd",5,43,170198,"Children's Books",1
36050,"Business & Investing|General|Investing|Personal Finance|Motley Fool|Beginner's Nook|Home & Office|Business & Investing Books",3.5,52,800,"Business & Investing",1
36086,"Religion & Spirituality|Christianity|Church History|General",4,40,7852,"Religion & Spirituality",1
36212,"Children's Books|Literature|Humorous|People & Places|Family Life|General|Ages 9-12|Authors & Illustrators, A-Z|( C )|Cleary, Beverly|Series|Ramona|Book Clubs|Literature & Fiction|Popular Fiction",4.5,43,478993,"Children's Books",2
36276,"Business & Investing|Industries & Professions|Accounting|General|Personal Finance|Computers & Internet|Digital Business & Culture|Hackers|Nonfiction|Crime & Criminals|Criminology|Software|Business|Professional & Technical|Accounting & Finance|Software Books|Home & Office|Business & Investing Books|Computer & Internet Books|Internet",3,45,86096,"Business & Investing",4
36319,"Health, Mind & Body|Exercise & Fitness|General|Sports|Training|Bodybuilding & Weight Training",4.5,60,15068,"Health, Mind & Body",2
36341,"Science|Biological Sciences|Plants|Trees|Earth Sciences|Natural Disasters|Biographies & Memoirs|Historical|United States|General",4,62,27630,"Science",2
36344,"Computers & Internet|Certification Central|Publisher|Osborne-McGraw-Hill|Networking|Networks, Protocols & API's|Bridges & Routers|Networks|Reference|Education|Test Guides - Graduate & Professional|Professional|General|Exams|CCNP",3,32,1086753,"Computers & Internet",2
36345,"Computers & Internet|Web Development|Internet Commerce|Web Site Design|Programming|Web Programming|Active Server Pages|Networking|Internet, Groupware, & Telecommunications|Internet Publishing|Databases|Database Design|General|Scripting & Programming",4,35,59601,"Computers & Internet",1
36712,"Children's Books|Animals|Mice, Hamsters, Guinea Pigs & Squirrels|Fiction|Literature|Action & Adventure|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Series|Fantasy & Adventure|Redwall|Teens|Literature & Fiction|Adventure & Thrillers|Science Fiction & Fantasy|Fantasy|Science Fiction|Authors & Illustrators, A-Z|( J )|Jacques, Brian",4.5,162,264257,"Children's Books",4
36751,"Children's Books|Literature|Action & Adventure|Mystery & Thrillers|Thrillers|Spy Stories & Tales of Intrigue|Teens|Literature & Fiction|Adventure & Thrillers",4,89,571009,"Children's Books",4
36765,"Health, Mind & Body|Relationships|Interpersonal Relations|Love & Romance|Self-Help|Happiness|Religion & Spirituality|New Age|Spirituality|Personal Transformation",5,73,88180,"Health, Mind & Body",2
36885,"Children's Books|Literature|Classics by Age|General|Literature & Fiction|World Literature|British|Classics|Carroll, Lewis|Authors, A-Z|( C )|Authors & Illustrators, A-Z",4.5,180,277620,"Children's Books",2
36971,"Literature & Fiction|World Literature|Mythology|General|Religion & Spirituality|New Age|Divination|Tarot|Spirituality|Personal Transformation",4.5,39,113305,"Literature & Fiction",2
36978,"Science Fiction & Fantasy|Fantasy|Contemporary|General|Authors, A-Z|( B )|Brooks, Terry|Paperback",4,123,81024,"Science Fiction & Fantasy",1
37015,"Literature & Fiction|General|Contemporary|Authors, A-Z|( W )|Wouk, Herman",4.5,67,821183,"Literature & Fiction",1
37045,"Mystery & Thrillers|Mystery|General|Thrillers",3.5,125,55216,"Mystery & Thrillers",1
37089,"Literature & Fiction|General|Contemporary|Romance|Authors, A-Z|( K )|Kingsolver, Barbara|Hardcover",4,134,332721,"Literature & Fiction",2
37149,"History|World|General|Religion & Spirituality|Spirituality|Inspirational|Authors, A-Z|( S )|Schaeffer, Francis",4,33,14224,"History",2
37205,"Computers & Internet|Web Development|Security & Encryption|Encryption|Digital Business & Culture|Privacy|Networking|Networks, Protocols & API's|Network Security|O'Reilly|Network Administration|Internet Security|General|Home & Office|Computer & Internet Books|Internet",4.5,35,106370,"Computers & Internet",2
37235,"Biographies & Memoirs|General|Historical|British|History|Europe|Scotland|England",3.5,34,62933,"Biographies & Memoirs",2
37264,"Science Fiction & Fantasy|Authors, A-Z|( H )|Hughart, Barry|Fantasy|General|Science Fiction",5,149,142946,"Science Fiction & Fantasy",1
37375,"Entertainment|Games|General|Reference|Science Fiction & Fantasy|Authors, A-Z|( P )|Perrin, Don|( W )|Weis, Margaret|Fantasy|Series",5,58,28047,"Entertainment",3
37602,"History|World|18th Century|Transportation|Ships|General|Books on CD|Biographies & Memoirs|Specific Groups|Adventurers & Explorers|People, A-Z|( C )|Cook, James|Nonfiction|Expeditions & Discoveries",4.5,64,411525,"History",4
37780,"Computers & Internet|Computer Science|Artificial Intelligence|Machine Vision|Science|General|Programming|Authors, A-Z|Petzold, Charles",4.5,39,176543,"Computers & Internet",2
37885,"Health, Mind & Body|Relationships|Interpersonal Relations|Religion & Spirituality|Christianity|Christian Living|General|Marriage",4,34,118796,"Health, Mind & Body",2
38189,"Health, Mind & Body|Mental Health|Codependency|Recovery|Adult Children of Alcoholics|Alcoholism|General|Parenting & Families|Relationships",4.5,33,1590,"Health, Mind & Body",2
38200,"Literature & Fiction|Genre Fiction|Historical|Action & Adventure",4.5,76,18505,"Literature & Fiction",1
38492,"Computers & Internet|Programming|Java|General",2.5,53,172545,"Computers & Internet",1
38595,"Computers & Internet|Programming|Languages & Tools|C & C++|General|C#",4.5,94,408801,"Computers & Internet",1
38610,"Arts & Photography|Photography|Portraits|Reference|Parenting & Families|Parenting|Babies & Toddlers|General|How-to|Categories|Camera & Photo|Photography Books",4.5,36,13944,"Arts & Photography",3
38708,"Literature & Fiction|General|Contemporary|World Literature|Canadian|Authors, A-Z|( D )|Davies, Robertson",4.5,44,44046,"Literature & Fiction",1
38957,"Mystery & Thrillers|Thrillers|General|Suspense",4.5,75,18135,"Mystery & Thrillers",1
39230,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Teens|Science Fiction & Fantasy|Fantasy|Science Fiction|Authors, A-Z|( P )|Pierce, Tamora",4.5,280,31750,"Children's Books",3
39280,"Children's Books|People & Places|Multicultural Stories|Hispanic & Latino|Social Issues|Homelessness & Poverty",4.5,172,3537,"Children's Books",1
39287,"Mystery & Thrillers|Thrillers|Suspense|Romance|Authors, A-Z|( L )|Lowell, Elizabeth|Romantic Suspense|Contemporary|General",4,83,81788,"Mystery & Thrillers",2
39541,"Literature & Fiction|General|Contemporary|Genre Fiction|Erotica|French|World Literature|United States|African American|Youngblood, Shay",3.5,34,362328,"Literature & Fiction",1
39543,"Literature & Fiction|General|Contemporary",4.5,45,188102,"Literature & Fiction",1
39572,"Computers & Internet|Programming|Introductory & Beginning|General|Microsoft|Development|Visual Basic|VBA|Databases|Specific Databases|Access|Home & Office|Windows|Computer & Internet Books|Access, FileMaker & More",4,55,421265,"Computers & Internet",1
39576,"Books on Tape|Literature & Fiction|General|Nonfiction|Politics|Mystery & Thrillers|Thrillers|Spy Stories & Tales of Intrigue|Suspense|Genre Fiction|Political|Authors, A-Z|( C )|Clancy, Tom",2,592,507265,"Books on Tape",4
39640,"Science Fiction & Fantasy|Science Fiction|General|Series|Media Series|Star Wars|Media|Fiction|Novelizations",4.5,33,264494,"Science Fiction & Fantasy",1
39744,"Books on Tape|Science Fiction & Fantasy|Fantasy|Science Fiction|Star Trek|Media|General|Next Generation",3.5,78,779771,"Books on Tape",2
39880,"Literature & Fiction|General|Contemporary",4,67,9211,"Literature & Fiction",1
39905,"Science|Astronomy|History & Philosophy|General|Mathematics|Pure Mathematics|Number Theory|Professional & Technical|Professional Science",4.5,34,24589,"Science",2
39974,"Health, Mind & Body|Death & Grief|Suicide|Psychology & Counseling|General|Pathologies",4,38,551245,"Health, Mind & Body",1
40031,"Science Fiction & Fantasy|Authors, A-Z|( H )|Herbert, Brian|Science Fiction|Adventure|Books on Tape|( A )|Anderson, Kevin J.|Books on CD|Literature & Fiction|Unabridged",3,241,440892,"Science Fiction & Fantasy",4
40083,"Computers & Internet|Databases|Database Design|General",4,106,122640,"Computers & Internet",1
40094,"Health, Mind & Body|Psychology & Counseling|Adolescent Psychology|Child Psychology|Development|Psychology|Parenting & Families|Parenting|General|Reference|Words & Language|Communication",3.5,48,18646,"Health, Mind & Body",3
40382,"Literature & Fiction|General|Literary|Mystery & Thrillers|Mystery",3,34,135965,"Literature & Fiction",2
40417,"Literature & Fiction|General|Classics|Science Fiction & Fantasy|Authors, A-Z|( W )|Wells, H.G.|Science Fiction",4,54,741975,"Literature & Fiction",2
40577,"Literature & Fiction|General|Classics|Contemporary|Poetry|German|Authors, A-Z|( R )|Rilke, Rainer Maria|Letters & Correspondence|Religion & Spirituality|( M )|Mitchell, Stephen",4.5,46,134202,"Literature & Fiction",2
40640,"Science Fiction & Fantasy|Authors, A-Z|( S )|Salvatore, R.A.|Fantasy|General|Science Fiction|Books on Tape",4.5,103,545965,"Science Fiction & Fantasy",2
40696,"Reference|Education|Graduate School Guides|General|Nonfiction|College & University|Professional & Technical|By Level|College",4.5,65,2602,"Reference",3
40697,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Science Fiction & Fantasy|Authors, A-Z|( L )|LeGuin, Ursula K.|Teens|Fantasy|Science Fiction|Authors & Illustrators, A-Z|Le Guin, Ursula K.|Series|Earthsea",4,95,233741,"Children's Books",3
40928,"Home & Garden|Weddings|General|Reference|Consumer Guides",4.5,51,1919461,"Home & Garden",2
40940,"Literature & Fiction|General|Comic|Literary|Authors, A-Z|( M )|Mailer, Norman",3.5,60,468963,"Literature & Fiction",1
40963,"Horror|General|Mystery & Thrillers|Thrillers|Spy Stories & Tales of Intrigue|Suspense|Authors, A-Z|( K )|Koontz, Dean|Paperback",4,154,52247,"Horror",2
40967,"Literature & Fiction|World Literature|United States|Classics|Hemingway, Ernest|Authors, A-Z|( H )|General|Paperback",4,34,50195,"Literature & Fiction",1
40969,"Biographies & Memoirs|Ethnic & National|General|Literature & Fiction|Genre Fiction|Family Saga|History|Americas|United States|African Americans",5,136,32334,"Biographies & Memoirs",3
41102,"Science Fiction & Fantasy|Authors, A-Z|( C )|Clarke, Arthur C.|Science Fiction|General|Teens",4.5,185,14586,"Science Fiction & Fantasy",2
41265,"Health, Mind & Body|Personal Health|General|Disorders & Diseases|Genitourinary & STDs",5,53,97823,"Health, Mind & Body",1
41302,"Health, Mind & Body|Disorders & Diseases|AIDS",3.5,33,154221,"Health, Mind & Body",1
41461,"Literature & Fiction|General|Contemporary",4,86,36878,"Literature & Fiction",1
41472,"Comics & Graphic Novels|Comic Strips|General|Entertainment|Humor|Television|Guides & Reviews|Shows|Teens|Series|The Simpsons|Simpsons|1990's through 2004",4.5,48,169178,"Comics & Graphic Novels",3
41598,"Books on Tape|Children's Books|Classics|General|Literature|Classics by Age|People & Places|Social Issues|Death & Dying|Fiction|Social Situations|Friendship|Authors & Illustrators, A-Z|( P )|Paterson, Katherine",4.5,655,58284,"Books on Tape",2
41637,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Spine-Chilling Horror|Teens|Literature & Fiction|Adventure & Thrillers",4.5,168,241859,"Children's Books",3
41935,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Spine-Chilling Horror|Short Story Collections|Teens|Horror|Ages 9-12|General|Large Print|Literature & Fiction",4.5,49,1481041,"Children's Books",4
42029,"Science Fiction & Fantasy|Authors, A-Z|( E )|Eddings, David|Fantasy|General|Series|Belgariad",4,322,21869,"Science Fiction & Fantasy",1
42030,"Arts & Photography|Photography|Fashion|Photo Essays|Biographies & Memoirs|General|Categories|Camera & Photo|Photography Books|Leaders & Notable People|Rich & Famous",4.5,40,271724,"Arts & Photography",2
42033,"Biographies & Memoirs|Ethnic & National|General|History|Military|Vietnam War|Nonfiction|Social Sciences|Special Groups|Minority Studies|Asia|Vietnam",4.5,90,472005,"Biographies & Memoirs",3
42149,"Children's Books|People & Places|Family Life|Marriage & Divorce|Fiction|Horror|Authors, A-Z|( A )|Andrews, V. C.|General|Literature & Fiction|Genre Fiction|Family Saga|Mystery & Thrillers|Thrillers|Suspense",3,32,366799,"Children's Books",4
42179,"Literature & Fiction|World Literature|United States|Classics|Hawthorne, Nathaniel|General",3.5,53,812181,"Literature & Fiction",1
42208,"Literature & Fiction|World Literature|British|19th Century|Classics|Austen, Jane|General|Literary|Short Stories|Authors, A-Z|( A )|Hardcover",4,65,61781,"Literature & Fiction",1
42287,"Children's Books|Literature|Classics by Age|General|Literature & Fiction|World Literature|United States|Classics|Irving, Washington|Authors, A-Z|( I )|19th Century|Authors & Illustrators, A-Z",4.5,45,894058,"Children's Books",2
42288,"Literature & Fiction|General|Classics|Nonfiction|Government|Civics|Philosophy|Greek & Roman",4.5,59,112364,"Literature & Fiction",2
42392,"Nonfiction|Automotive|Motorcycles|General|Crime & Criminals|Gangs|Social Sciences|Sociology",4,78,1395,"Nonfiction",1
42477,"Books on Tape|Children's Books|General|Health, Mind & Body|Psychology|Nonfiction|Parenting & Families|Parenting|Babies & Toddlers|Child Development|Family Relationships",4.5,119,261139,"Books on Tape",5
42630,"Health, Mind & Body|Psychology & Counseling|General|Mental Illness|Pathologies|Reference|Medicine|Specialties|Psychiatry|Professional & Technical|Medical|Internal Medicine|New & Used Textbooks|Social Sciences|Psychology",4,35,5574,"Health, Mind & Body",4
42712,"Mystery & Thrillers|Mystery|General|Thrillers|Books on CD|Literature & Fiction|Authors, A-Z|( C )|Connelly, Michael|Unabridged",4,130,115996,"Mystery & Thrillers",3
42737,"Children's Books|Literature|Action & Adventure|Classics by Age|General|Ages 9-12|Authors & Illustrators, A-Z|( G )|George, Jean Craighead|( S )|Schoenherr, John|Series|Classics|Julie of the Wolves Trilogy",4,141,19964,"Children's Books",1
42745,"Romance|General|Authors, A-Z|( L )|Lindsey, Johanna|Paperback|Historical",4.5,46,4122,"Romance",1
42769,"Romance|General|Historical|Regency|Authors, A-Z|( K )|Kleypas, Lisa",4.5,64,61404,"Romance",1
42948,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|People & Places|Social Issues|Death & Dying|Fiction|Social Situations|Friendship|Ages 9-12|General|Staff Favorites|Authors & Illustrators, A-Z|( P )|Paterson, Katherine",4.5,655,1258,"Children's Books",1
43075,"Outdoors & Nature|Environment|Conservation|Ecology|Nature Writing|General",4.5,48,184942,"Outdoors & Nature",1
43078,"Teens|Literature & Fiction|Love & Romance|Children's Books|Authors & Illustrators, A-Z|( S )|Stewart, Mary|Popular Characters|Book Characters|King Arthur",4.5,94,1456121,"Teens",3
43425,"Books on Tape|Children's Books|General|History & Historical Fiction|United States|Fiction|1800s",3,170,157327,"Books on Tape",2
43505,"Literature & Fiction|World Literature|United States|Classics|Steinbeck, John|Authors, A-Z|( S )|General|Paperback",4.5,60,9999999,"Literature & Fiction",1
43508,"Literature & Fiction|World Literature|British|Classics|Lawrence, D.H.|General|Authors, A-Z|( L )",4,70,1151357,"Literature & Fiction",1
43519,"Religion & Spirituality|Christianity|Christian Living|General|Spirituality|Prayer|Books on CD|Parenting & Families|Parenting",4.5,33,126692,"Religion & Spirituality",3
43547,"Health, Mind & Body|Diets & Weight Loss|Diets|General|Weight Loss|Weight Maintenance",4.5,51,836,"Health, Mind & Body",1
43593,"Literature & Fiction|World Literature|British|Classics|Chaucer, Geoffrey|General|Middle|History & Criticism|Movements & Periods|Medieval|Poetry|Single Authors|British & Irish|Religion & Spirituality|Christianity|Fiction & Poetry|Authors, A-Z|( C )",4.5,67,307644,"Literature & Fiction",2
43611,"Books on Tape|Children's Books|General|People & Places|Multicultural Stories|Hispanic & Latino|Social Issues|Homelessness & Poverty|Fiction",4.5,172,371757,"Books on Tape",2
43861,"Science Fiction & Fantasy|Authors, A-Z|( R )|Rusch, Kristine Kathryn|Science Fiction|Adventure|General|Books on Tape|Fantasy|Series|Media Series|Star Wars",4,105,821392,"Science Fiction & Fantasy",2
44214,"Literature & Fiction|Genre Fiction|Family Saga|Mystery & Thrillers|Mystery|General|Thrillers|Suspense",3.5,124,35986,"Literature & Fiction",2
44321,"History|Africa|General|Ancient|Egypt|Middle East|Nonfiction|Social Sciences|Sociology",3,83,22389,"History",2
44335,"Computers & Internet|Web Development|Internet Commerce|Web Site Design|Programming|Web Programming|HTML - General|General|Scripting & Programming|Authors, A-Z|Hall, Marty",4.5,69,87470,"Computers & Internet",1
44336,"Books on Tape|Literature & Fiction|General|Religion & Spirituality|Christianity|Inspiration & Philosophy|Contemporary|Reference|Prophecies|Authors, A-Z|( J )|Jenkins, Jerry|( L )|Lahaye, Tim",3.5,76,232478,"Books on Tape",4
44367,"Children's Books|People & Places|Social Situations|Emotions & Feelings|Nonfiction|Ages 9-12|General|Teens|Religion & Spirituality|Inspirational|Religions|Authors, A-Z|( W )|Walsch, Neale Donald",2.5,67,88939,"Children's Books",4
44593,"Literature & Fiction|General|Contemporary|Literary",4,54,197893,"Literature & Fiction",1
44737,"Law|General|Nonfiction|Crime & Criminals|Criminology|Social Sciences|Sociology|True Accounts|Murder & Mayhem|Professional & Technical",4,105,54364,"Law",3
45033,"Health, Mind & Body|Psychology & Counseling|General|Religion & Spirituality|New Age|Reincarnation",4.5,73,27130,"Health, Mind & Body",2
45051,"Nonfiction|Politics|U.S.|Current Events|Terrorism|Books on CD|September 11|Freedom & Security|Intelligence|International Security|Social Sciences|Media Studies",4.5,36,202000,"Nonfiction",2
45368,"Health, Mind & Body|Psychology & Counseling|General|Sexuality|Human|Nonfiction|Social Sciences|Gender Studies|Sociology",5,43,100802,"Health, Mind & Body",2
45376,"Literature & Fiction|General|Contemporary|Romance|Authors, A-Z|( G )|Goldsmith, Olivia",2.5,73,432339,"Literature & Fiction",2
45458,"Children's Books|Literature|Humorous|People & Places|Holidays & Festivals|Christmas|Fiction|Ages 4-8|Picture Books",5,42,66807,"Children's Books",1
45598,"Literature & Fiction|Genre Fiction|Historical|World Literature|Mythology|General",4,177,425,"Literature & Fiction",1
45738,"Religion & Spirituality|Christianity|Theology|Apologetics|Authors, A-Z|( C )|Chesterton, G. K.",4.5,55,1699379,"Religion & Spirituality",1
45786,"Biographies & Memoirs|Historical|Holocaust|History|Jewish|Europe|Germany|General|Memoirs",5,36,207906,"Biographies & Memoirs",2
45819,"History|Americas|United States|20th Century|General|Nonfiction|Social Sciences|Sociology",4,57,106991,"History",2
45849,"Literature & Fiction|General|Classics",4,45,10872,"Literature & Fiction",1
45868,"Children's Books|Literature|Action & Adventure|Classics by Age|General",4,68,656101,"Children's Books",1
46089,"Entertainment|Humor|Parodies",4.5,86,54419,"Entertainment",1
46121,"Biographies & Memoirs|General|Nonfiction|True Accounts|Murder & Mayhem|True Crime|People, A-Z|( A )|Adams, John",5,72,117740,"Biographies & Memoirs",2
46240,"Horror|General|Authors, A-Z|( K )|King, Stephen|Hardcover",4.5,362,78059,"Horror",1
46277,"Business & Investing|General|Investing|Introduction|Stocks|Home & Office|Business & Investing Books",4.5,67,3826,"Business & Investing",1
46315,"Nonfiction|Social Sciences|Anthropology|General|Sociology|Religion & Spirituality|Authors, A-Z|( Q )|Quinn, Daniel",3.5,132,138875,"Nonfiction",2
46317,"Business & Investing|General|Management & Leadership|Leadership|Small Business & Entrepreneurship|Entrepreneurship|Religion & Spirituality|Authors, A-Z|( J )|Jones, Laurie Beth|Christianity|Christian Living|Business|Home & Office|Business & Investing Books|Careers",4,43,9293,"Business & Investing",2
