"V1","V2"
"3791","15457"
"359376","400446"
"98690","172920"
"34577","48807"
"147679","256673"
"22784","73538"
"2195","221122"
"169284","269983"
"8182","152440"
"27424","64759"
"236672","342450"
"96998","181868"
"60354","60358"
"245057","298247"
"272334","304025"
"72513","65409"
"70527","262678"
"316369","321974"
"64370","390064"
"44335","280483"
"352377","358534"
"51427","341971"
"12997","322489"
"42023","85817"
"187712","285678"
"107629","54977"
"189855","20084"
"343156","377518"
"377446","377449"
"52705","110784"
"114912","388080"
"20338","140595"
"268354","311516"
"161191","378721"
"295103","333970"
"170804","259578"
"72869","106437"
"47528","162598"
"355913","284592"
"258603","358559"
"111966","325244"
"135584","260424"
"73696","378558"
"157734","230520"
"147342","192853"
"198729","231025"
"37421","181868"
"175434","375046"
"19237","66190"
"294112","300810"
"47297","162427"
"61843","237390"
"282178","188971"
"274734","369691"
"218148","172345"
"260305","251657"
"113832","18053"
"8226","210545"
"45159","347026"
"286489","329970"
"118399","147569"
"5561","170857"
"27651","74626"
"69373","257995"
"16496","16497"
"12112","207646"
"81949","107037"
"389645","184725"
"161590","187910"
"84133","342745"
"38789","64922"
"187877","251722"
"161634","249485"
"148","3337"
"186556","217745"
"88171","196038"
"194326","246806"
"2419","50448"
"296446","80320"
"381539","403002"
"361247","386522"
"26472","359291"
"1590","71512"
"201953","323575"
"198368","6626"
"3518","38492"
"203331","203336"
"47939","248898"
"337257","358110"
"380669","372642"
"383118","169861"
"138919","307060"
"45865","304351"
"28119","28122"
"12151","12152"
"29643","142137"
"54181","290568"
"340103","385452"
"236018","296009"
"64370","291524"
"218034","349569"
"161109","165729"
"77024","155306"
"236137","269237"
"32828","61721"
"149963","168865"
"126380","25211"
"69278","41031"
"26537","249374"
"198881","216868"
"132783","238161"
"14688","88787"
"77878","135751"
"208703","32768"
"68285","77032"
"2986","26553"
"161962","110345"
"43608","380439"
"333711","225280"
"62232","194866"
"308440","336128"
"151022","233632"
"198","1709"
"158945","171106"
"109732","116357"
"331224","377990"
"90524","234515"
"184458","184459"
"26472","42179"
"167842","237564"
"264517","348087"
"91438","363961"
"173731","369651"
"37223","155025"
"200477","279955"
"280987","280989"
"194257","139847"
"64806","219630"
"211673","111662"
"64930","131827"
"37052","97337"
"5179","270926"
"127973","225923"
"204189","200219"
"140329","291916"
"121708","237390"
"54056","109905"
"37149","44214"
"385257","391033"
"130998","400255"
"1602","333041"
"47012","208715"
"23792","108789"
"236713","312525"
"86062","177565"
"53967","63076"
"320706","326001"
"57347","142609"
"110031","233457"
"124065","230980"
"293031","328435"
"75703","4264"
"61379","386545"
"74902","237080"
"169277","169284"
"197487","104347"
"336214","364438"
"18014","184543"
"21090","266875"
"1275","230466"
"114911","162283"
"243514","243516"
"82420","106181"
"307596","345250"
"69687","128208"
"118378","332145"
"109971","377190"
"214482","220700"
"6580","69808"
"38860","253010"
"164722","341497"
"349482","356722"
"104116","208359"
"10132","14698"
"156358","156361"
"126656","196903"
"309544","390164"
"79097","319845"
"10227","212138"
"41610","108807"
"159559","33718"
"26644","154776"
"75275","159901"
"158010","341792"
"132458","132461"
"86228","89620"
"179969","178351"
"102774","102775"
"158671","199628"
"3971","397987"
"154776","177243"
"276822","306507"
"236121","279372"
"35991","171607"
"236737","167206"
"107861","378201"
"94289","189488"
"26899","26901"
"49822","131159"
"236600","85527"
"105526","105527"
"223757","353536"
"270975","270977"
"29413","278737"
"28076","250204"
"42287","42288"
"244150","13438"
"193559","399271"
"826","342351"
"450","14989"
"198368","71908"
"319083","359650"
"13400","383981"
"124657","271390"
"196337","244625"
"322924","349113"
"241410","126170"
"349711","378495"
"185","270362"
"30901","34903"
"340103","353013"
"26310","195140"
"270225","270226"
"118744","127885"
"11638","29036"
"334949","377001"
"146295","231170"
"42029","67615"
"98596","286336"
"101756","239594"
"9535","15105"
"16259","327186"
"72144","132258"
"177081","193295"
"30522","381529"
"39905","294425"
"256072","93372"
"23528","109212"
"170342","300471"
"37154","61180"
"107720","147846"
"169426","1552"
"223763","264967"
"60963","194866"
"68729","72520"
"185822","260015"
"238023","260434"
"55701","213264"
"18088","112984"
"17326","218311"
"185771","222386"
"32755","130626"
"28061","189028"
"234870","279714"
"52598","399833"
"107932","344637"
"191789","237044"
"128208","178524"
"70796","70797"
"184103","360512"
"316513","364276"
"185","348087"
"195159","147071"
"62745","230015"
"44360","130793"
"82420","148185"
"78344","293462"
"117104","122660"
"29246","107610"
"152505","220776"
"37149","192340"
"35931","201175"
"2419","29176"
"369029","106191"
"38200","85400"
"1602","11095"
"114204","216200"
"397581","399016"
"110647","166770"
"273081","371558"
"1112","64687"
"159927","364917"
"16268","256725"
"12024","35124"
"214833","398661"
"102579","263282"
"38189","72366"
"133834","270926"
"135087","390064"
"197855","136943"
"198778","198780"
"4712","289360"
"1349","306459"
"214792","135113"
"75711","91945"
"50812","234870"
"40326","251042"
"141568","215947"
"355096","360404"
"350767","387687"
"126380","387148"
"5561","91797"
"226563","229518"
"43165","293386"
"168610","178459"
"79536","107695"
"175586","299289"
"33809","54379"
"148700","360075"
"54600","25851"
"104885","328091"
"323312","349928"
"110111","400690"
"24521","108315"
"107720","110037"
"265","160008"
"302195","341771"
"121575","140206"
"346270","350522"
"79147","110639"
"56031","66190"
"312523","312525"
"148495","237566"
"9537","286092"
"1042","1733"
"130421","362160"
"88257","185822"
"121078","178351"
"124708","264517"
"40243","74574"
"226574","200154"
"33384","31798"
"119665","335281"
"16259","151822"
"37812","124690"
"70630","72472"
"68112","76742"
"110527","202220"
"99515","136641"
"5376","66360"
"12575","51868"
"32611","280683"
"73837","356361"
"102585","159797"
"376642","387699"
"54193","90559"
"124511","334955"
"214141","377922"
"175285","106181"
"109407","196903"
"2498","370727"
"35797","328091"
"121794","124657"
"81924","82665"
"15105","228815"
"90524","90527"
"253643","277407"
"284569","207202"
"199234","319831"
"200297","377277"
"60622","79541"
"56442","222871"
"89747","146376"
"378721","386327"
"188895","5354"
"111632","139830"
"175586","179466"
"4311","119421"
"108768","132026"
"207646","264090"
"407","56403"
"276912","276913"
"120992","291916"
"159992","376880"
"22903","19942"
"4311","56333"
"64541","316646"
"72733","98955"
"43165","184327"
"93036","88426"
"380783","105131"
"126285","285939"
"55464","61891"
"75366","112982"
"352971","282646"
"301716","378938"
"116912","182430"
"209922","351068"
"6626","238763"
"49051","97383"
"237928","202247"
"8136","373847"
"670","118835"
"57347","32098"
"169277","232017"
"158587","291289"
"275590","278238"
"355681","365427"
"270574","342450"
"42176","127936"
"29624","139315"
"32921","34629"
"97661","270907"
"289847","343814"
"15254","198526"
"348456","383545"
"282178","322425"
"137237","184715"
"210410","230015"
"676","789"
"157338","179918"
"6801","41950"
"164877","310974"
"103986","183560"
"234384","283490"
"125654","259867"
"13416","267645"
"37450","37452"
"86485","129903"
"94468","142831"
"15367","358559"
"174741","272960"
"219318","16847"
"789","283896"
"203333","65409"
"331462","345623"
"365815","365819"
"167137","187910"
"13400","126120"
"212528","340985"
"5204","81537"
"167640","167642"
"400067","400164"
"40246","155398"
"14737","275590"
"295388","345363"
"174317","174348"
"162283","390666"
"68283","187712"
"231230","160532"
"113434","2930"
"252854","26472"
"58879","58880"
"69787","73837"
"72587","81924"
"106349","325212"
"67283","77453"
"68278","291025"
"6318","18415"
"1733","14312"
"160230","171421"
"6449","36149"
"402336","393504"
"124921","206283"
"107629","204100"
"97674","259578"
"92656","163934"
"85771","114809"
"101521","169160"
"120241","120243"
"335154","339484"
"336484","385523"
"118214","349515"
"19006","70630"
"29637","39264"
"211179","211180"
"122165","214792"
"400425","400429"
"20574","318959"
"33508","85516"
"370142","376210"
"80815","376214"
"58740","58742"
"339395","356941"
"341962","348282"
"341522","393726"
"17367","19750"
"95761","131499"
"203632","340103"
"104116","16497"
"104885","104887"
"225107","74440"
"76152","72472"
"142795","284831"
"64370","294337"
"13873","13876"
"370142","376214"
"68364","121013"
"124553","136019"
"174928","303923"
"131209","61472"
"139805","227201"
"195925","327802"
"387578","387580"
"235647","378460"
"110845","313078"
"146376","355315"
"149981","171402"
"274444","295841"
"132569","333532"
"82937","376678"
"82665","238425"
"186298","211687"
"94479","215859"
"860","89837"
"68661","190012"
"112136","126087"
"17645","265498"
"16018","347691"
"73717","239594"
"9781","142756"
"57435","185315"
"344072","355792"
"1371","345029"
"160417","261381"
"357605","375299"
"64504","166628"
"112136","151704"
"85128","110031"
"60916","78908"
"107907","136378"
"82996","360512"
"365112","294934"
"83121","200297"
"128208","385452"
"116121","361247"
"60937","241379"
"4930","16268"
"100379","283511"
"89330","310365"
"52705","387518"
"112702","112704"
"670","61947"
"577","163934"
"32264","177879"
"117104","172920"
"62280","235069"
"34679","73871"
"257908","280166"
"30855","306459"
"170934","8133"
"64749","113434"
"377393","377813"
"20001","31495"
"60303","322489"
"342351","353522"
"140265","221309"
"15229","51193"
"112261","182367"
"7606","173731"
"212020","141139"
"121709","192106"
"192582","229039"
"49402","272959"
"166551","294934"
"60585","68950"
"148899","302649"
"91944","226613"
"90","223738"
"184305","227412"
"394764","352846"
"95952","269278"
"1316","367302"
"240567","357197"
"35991","136379"
"177879","204100"
"120857","218994"
"187378","187379"
"276308","333757"
"42769","87235"
"2419","2421"
"69318","265301"
"112938","238930"
"3971","4645"
"262841","293462"
"358944","388023"
"185683","269237"
"54689","229344"
"294112","347739"
"33384","142137"
"257400","369949"
"31079","71369"
"11249","301093"
"124241","54882"
"12161","41110"
"113830","113832"
"108789","243682"
"826","10449"
"201267","209134"
"824","361026"
"56160","282104"
"288594","142393"
"152440","203804"
"135204","160687"
"179371","338240"
"115238","220700"
"53956","73506"
"187425","101504"
"17314","244145"
"6580","179191"
"335154","222120"
"24063","197372"
"47897","265647"
"113633","358544"
"59980","130845"
"224294","253684"
"64286","211071"
"376108","378149"
"187705","208813"
"1733","140820"
"229470","235197"
"34868","48809"
"90","13313"
"6860","271036"
"72869","128789"
"327896","249356"
"246145","270951"
"41775","391693"
"35029","78639"
"125497","125660"
"407","283462"
"75849","140820"
"33379","54256"
"18947","863"
"90020","120553"
"7606","233572"
"29624","367750"
"41265","120173"
"62079","267169"
"21369","273642"
"75915","196038"
"54181","70485"
"312523","333457"
"114138","173632"
"34771","34772"
"35052","213256"
"192387","8715"
"159165","237389"
"236717","323969"
"219093","272149"
"197855","275129"
"219595","323020"
"128789","128790"
"61603","278740"
"91077","184327"
"38315","38088"
"6860","91782"
"132783","278794"
"90","58870"
"39173","262678"
"13007","241110"
"200786","143089"
"27322","37028"
"46811","169916"
"135804","371678"
"334622","256920"
"16259","402470"
"34515","112984"
"211053","211054"
"33247","199657"
"14090","42780"
"92523","270273"
"13000","80655"
"3920","8006"
"49764","247540"
"39502","145519"
"214147","214149"
"228275","55973"
"65494","369949"
"40791","393519"
"78539","336329"
"70460","258041"
"41610","24969"
"38207","132569"
"143990","143992"
"225322","11683"
"123287","383978"
"78277","283554"
"376183","378799"
"8136","274954"
"17002","251544"
"120187","50037"
"35991","146174"
"658","264517"
"53458","344474"
"82864","88044"
"173881","257727"
"180161","237301"
"85070","212070"
"222696","258110"
"20877","36885"
"212332","190818"
"357519","69373"
"101046","202170"
"50941","93548"
"119324","318984"
"79450","243975"
"228681","172702"
"157125","305959"
"75207","172345"
"28003","154972"
"98413","152369"
"180289","183188"
"56998","264000"
"71369","269947"
"159002","15182"
"244482","276451"
"54908","215027"
"267765","277193"
"215703","215705"
"385256","391096"
"115522","344880"
"73538","160763"
"269751","300141"
"61533","391693"
"29659","124241"
"189010","219765"
"75669","222696"
"112984","234960"
"66210","94663"
"182998","262478"
"192360","192364"
"55279","72690"
"333131","42064"
"173632","269695"
"35634","51569"
"275353","166686"
"62052","265647"
"276302","276308"
"23380","84168"
"101642","254911"
"100379","100385"
"109407","258565"
"211347","4714"
"47897","175487"
"358786","358790"
"101961","365159"
"28296","322539"
"24063","55021"
"49426","326526"
"5326","39215"
"253825","335281"
"262606","286668"
"292076","135034"
"105393","148107"
"64469","74547"
"39621","289531"
"140865","169834"
"38022","344184"
"234515","264418"
"14372","16486"
"377561","214726"
"99964","134794"
"159877","387695"
"200786","290477"
"340781","179424"
"141897","159002"
"72981","75275"
"281853","36376"
"164663","164666"
"29976","301426"
"78488","111378"
"14688","36376"
"211673","225927"
"297896","309544"
"353532","353533"
"173731","222451"
"16124","79466"
"670","182085"
"65121","199857"
"4645","394772"
"155861","341201"
"88257","94455"
"46253","244723"
"67144","376009"
"75072","97276"
"190679","314412"
"116732","48809"
"123034","224473"
"146685","164595"
"230748","309755"
"132920","145964"
"308440","120238"
"161438","266256"
"324669","341498"
"161699","169826"
"109734","182998"
"201270","330661"
"144070","199857"
"153912","381539"
"276706","234666"
"29642","134016"
"96411","112204"
"12218","28003"
"45159","303923"
"172028","262402"
"46451","251657"
"21723","180227"
"80778","116393"
"62260","68883"
"42029","43731"
"297398","228519"
"313216","387695"
"250213","346018"
"98998","117034"
"127052","358946"
"274444","231223"
"26901","282626"
"57241","65893"
"287610","211180"
"155284","258380"
"23717","126120"
"294934","227214"
"401112","401160"
"2283","61186"
"220162","241373"
"164595","126367"
"80554","161395"
"10974","163202"
"84336","17023"
"104729","300691"
"76924","335845"
"129959","228275"
"4249","4253"
"56904","192171"
"199739","19273"
"16375","401847"
"170391","202075"
"12112","87434"
"63488","232645"
"17419","104557"
"300850","300851"
"33445","377446"
"12604","19544"
"15790","18187"
"140865","372639"
"277622","316861"
"74609","182998"
"175456","175458"
"4047","303607"
"336452","338194"
"18353","70797"
"185294","289858"
"1602","260014"
"670","313728"
"257974","285022"
"64370","399451"
"120857","365764"
"347579","342708"
"42058","283896"
"236713","382088"
"35052","154266"
"70230","228956"
"203336","374010"
"271214","399397"
"76170","391322"
"180771","223721"
"36389","96527"
"198786","198788"
"191809","230314"
"121832","311431"
"6015","197035"
"74902","283802"
"38486","62683"
"175699","175701"
"232677","376642"
"226574","89674"
"54668","82996"
"152369","227923"
"241135","249485"
"34011","88880"
"316646","333477"
"127152","323906"
"24299","36169"
"46496","122108"
"29643","249154"
"60718","179379"
"69787","124909"
"163666","385763"
"6370","11284"
"253741","318085"
"3036","3038"
"8573","44966"
"112136","267614"
"33394","376107"
"159788","201175"
"106917","129084"
"99487","99488"
"229492","248097"
"51187","218828"
"143089","229518"
"340732","389665"
"392150","107782"
"92019","348976"
"54908","109524"
"138881","159454"
"142653","393515"
"22460","40590"
"71884","190623"
"93547","93548"
"256072","293562"
"199907","226613"
"325530","347579"
"258138","143250"
"64370","345247"
"319095","319096"
"91638","402479"
"62722","343156"
"396342","396350"
"30901","118307"
"3337","163418"
"367648","385024"
"62457","122190"
"166848","321646"
"225357","108415"
"145933","243982"
"5092","383431"
"16174","16259"
"163204","201852"
"61721","128058"
"94606","91438"
"62274","83593"
"286489","323969"
"228680","334633"
"276038","283511"
"37669","135087"
"98996","242317"
"94166","94167"
"17171","20940"
"303788","314313"
"187425","288563"
"52223","187425"
"111660","43799"
"233037","277453"
"108863","333429"
"214865","278540"
"71102","104428"
"123809","159760"
"148","201993"
"76924","160954"
"184487","121302"
"362409","362475"
"2498","36149"
"22544","134359"
"132569","282321"
"22105","80778"
"41265","259864"
"223763","35460"
"61335","196978"
"149039","149045"
"25211","285560"
"219695","263054"
"94283","135804"
"18477","18478"
"141806","174774"
"169666","235538"
"107951","141571"
"205319","387754"
"17701","44723"
"6045","59584"
"52223","393512"
"40787","295365"
"355906","370142"
"5373","66360"
"50462","201433"
"29924","126721"
"155746","235790"
"75275","327644"
"196349","398611"
"18988","126747"
"15229","352144"
"80217","101859"
"47688","221607"
"80554","137946"
"82774","105184"
"124065","270708"
"120553","260543"
"133344","136378"
"60667","122962"
"94532","135360"
"127865","130998"
"338123","313591"
"139563","291134"
"160763","176780"
"54379","127865"
"54744","380669"
"11750","27982"
"106173","219345"
"81495","231235"
"316488","354661"
"17023","391708"
"115150","155607"
"41468","311508"
"134658","318085"
"265701","275554"
"110877","99789"
"310111","310116"
"52824","93095"
"90524","287122"
"42977","162797"
"71210","71212"
"107976","113650"
"54668","252015"
"37529","108863"
"2814","270926"
"106241","180771"
"53926","141747"
"28715","390261"
"34868","313591"
"293021","335453"
"80179","240458"
"21723","38315"
"158598","214726"
"8590","23465"
"204657","19467"
"120602","202243"
"252854","159233"
"10905","309736"
"33474","18769"
"213256","106379"
"66465","385452"
"670","681"
"120553","325795"
"230606","126367"
"221607","13518"
"289531","366691"
"192852","62683"
"59425","282777"
"72520","159606"
"24090","257816"
"197473","197474"
"143933","169284"
"29246","69732"
"42780","278135"
"184992","231870"
"50637","102999"
"265585","342745"
"51427","57074"
"37061","66017"
"96071","106193"
"309397","121709"
"33474","50941"
"124003","284592"
"10905","374611"
"37890","287711"
"78182","171421"
"1139","191927"
"159642","208582"
"288594","288595"
"13000","109351"
"210042","289540"
"51569","273824"
"80986","340601"
"208359","3330"
"7379","375989"
"211095","65893"
"130","140497"
"135409","145418"
"68285","139563"
"17660","98756"
"84937","299790"
"49426","243256"
"109511","340904"
"101046","359712"
"40031","116123"
"155537","268713"
"111632","131195"
"140633","321013"
"116121","386522"
"65589","175224"
"220939","353212"
"32700","395855"
"390587","256529"
"80776","117665"
"6322","349515"
"387754","85400"
"81949","227232"
"20426","211098"
"317402","377401"
"239213","364276"
"90","290568"
"212138","212142"
"51865","177691"
"170610","170611"
"285119","305644"
"72733","170519"
"159160","386327"
"53493","79484"
"2967","177691"
"407","18353"
"132570","281729"
"341792","325436"
"276361","391134"
"157333","228815"
"16769","328825"
"393219","195252"
"110302","133887"
"118487","73732"
"15843","313320"
"26264","356941"
"160954","222566"
"387754","393175"
"257803","386327"
"199739","218311"
"208071","262168"
"387584","387586"
"68285","172515"
"121660","131579"
"48973","78908"
"5373","145100"
"270951","377449"
"53778","226232"
"266875","266877"
"126049","206256"
"49862","271121"
"407","152052"
"72822","170279"
"24969","244258"
"169806","185315"
"75703","131182"
"109379","25335"
"232290","302021"
"155021","288552"
"284623","305463"
"230748","109112"
"226318","69102"
"255366","328855"
"38492","102023"
"165203","17023"
"110271","110272"
"223878","229039"
"225107","240774"
"68443","386163"
"232097","334104"
"6449","219382"
"131209","95584"
"225991","364596"
"219318","278740"
"376108","104557"
"73815","234168"
"81419","269695"
"82969","85128"
"288595","141139"
"152341","177565"
"94606","282184"
"218955","279304"
"314311","314315"
"132670","198527"
"109212","288264"
"254898","324697"
"298926","331167"
"78662","78928"
"30501","336452"
"75703","164111"
"110647","236713"
"340333","375705"
"33445","40880"
"84961","99118"
"97241","174928"
"70230","107569"
"358944","358946"
"120637","372646"
"22933","189717"
"262841","293459"
"203331","203333"
"7773","11892"
"90","175541"
"339395","96072"
"131106","171470"
"53645","81019"
"401112","298130"
"83406","402469"
"31947","244218"
"49949","174968"
"104116","79466"
"29425","62457"
"375101","383329"
"113298","126170"
"69540","353367"
"132318","220729"
"2814","195210"
"8573","264977"
"34577","122094"
"196284","196290"
"390894","390895"
"15252","15254"
"130791","130793"
"73536","301093"
"391692","391693"
"312519","312523"
"68903","86890"
"309145","366627"
"42287","336417"
"47897","62052"
"35931","182190"
"67593","108359"
"273062","273066"
"70796","140497"
"14367","285678"
"28076","35110"
"390383","400741"
"2027","377449"
"393512","393515"
"41610","125584"
"65122","145988"
"275135","180238"
"109378","395873"
"37346","85879"
"34771","277999"
"203359","368142"
"18906","401847"
"181794","195186"
"33459","205009"
"90","860"
"11638","11640"
"53493","153912"
"326001","393313"
"214029","352085"
"287610","307060"
"257143","346600"
"222696","222697"
"315410","227873"
"37885","317833"
"37436","78435"
"203543","163202"
"161590","123755"
"268354","169808"
"374673","393313"
"152505","155256"
"135898","120931"
"83394","84519"
"244150","356384"
"54153","151024"
"104887","303342"
"312254","73881"
"90","313528"
"83728","92249"
"101682","117036"
"376856","384598"
"242133","274954"
"98246","282579"
"244608","81856"
"276303","349515"
"283634","381676"
"33394","94283"
"179918","135584"
"319300","325050"
"14372","323969"
"3391","293954"
"250213","295731"
"297896","341971"
"194850","260635"
"2419","2423"
"394764","395386"
"100001","224670"
"27659","155356"
"61672","187705"
"101192","152334"
"89439","188971"
"99928","91210"
"254236","178459"
"171106","182430"
"151024","236772"
"75915","75375"
"2555","396362"
"151321","53388"
"163053","375259"
"60381","73569"
"398611","399271"
"105131","375068"
"238425","354661"
"319300","331333"
"22460","209341"
"31195","72472"
"99470","198729"
"15046","293370"
"24330","284834"
"239213","391267"
"450","8216"
"56904","56905"
"198023","209134"
"116732","206256"
"43177","378477"
"60245","328213"
"173731","199354"
"11024","28723"
"23173","56150"
"104702","391883"
"287466","388519"
"49949","326522"
"212231","395590"
"2552","142653"
"188073","361955"
"11710","1212"
"104114","189803"
"39572","298247"
"44139","58555"
"163204","163205"
"110737","158671"
"112938","262636"
"3391","387498"
"340103","246806"
"338049","342710"
"212893","212898"
"195159","227923"
"140265","199046"
"301259","278740"
"23528","57058"
"284569","403002"
"131992","353841"
"11637","11640"
"51427","93050"
"195183","334881"
"32060","56905"
"50640","387060"
"55408","38202"
"60760","146376"
"8547","23451"
"17507","383560"
"8547","12453"
"38789","38791"
"2073","21046"
"127052","127949"
"80778","141139"
"159032","261180"
"100833","141139"
"302019","302021"
"21369","21371"
"111506","397494"
"22322","227923"
"135584","351001"
"35029","107610"
"255265","257727"
"309135","345157"
"12267","110452"
"35145","147619"
"137946","282646"
"407","70796"
"37529","126087"
"31195","285353"
"16126","217123"
"345199","354824"
"18247","59280"
"100267","386394"
"126656","259326"
"220939","297844"
"313211","102941"
"36411","109212"
"387584","235790"
"114998","115002"
"147748","327492"
"20423","32395"
"3973","4645"
"196337","360512"
"213314","213334"
"395793","310894"
"57689","173277"
"275668","88680"
"82864","133693"
"633","634"
"94455","349515"
"38039","270273"
"236137","289338"
"55387","65405"
"1113","201993"
"257400","387849"
"8590","379327"
"101724","325336"
"223636","223640"
"102579","143628"
"5373","352971"
"161438","302019"
"91207","311431"
"1316","372361"
"75480","376258"
"224294","378558"
"65021","270778"
"64749","400262"
"47547","385024"
"230572","283172"
"14963","56031"
"261199","280108"
"301426","364919"
"72869","146689"
"352074","363961"
"42741","402499"
"199448","229164"
"225322","356815"
"58057","397608"
"34865","244858"
"251657","274594"
"336484","369148"
"79705","129375"
"64370","398644"
"390107","130998"
"173731","233572"
"78539","396806"
"336606","350157"
"150623","353587"
"160026","177588"
"80239","113415"
"14799","14803"
"129903","129907"
"56400","284321"
"120816","238930"
"311442","350125"
"219595","379241"
"362544","291363"
"14737","84937"
"60950","117192"
"30822","258565"
"60937","310851"
"306672","328595"
"167137","120992"
"109971","55158"
"214029","214030"
"83612","172759"
"131588","199378"
"114809","162598"
"73587","93721"
"83394","391530"
"382088","400417"
"207104","328756"
"43608","25698"
"95900","98501"
"314013","318328"
"120187","168467"
"64667","77784"
"69808","279075"
"72213","301600"
"99197","126403"
"152439","39905"
"120342","152033"
"86581","221090"
"200066","372029"
"293015","387282"
"287466","236391"
"197198","200271"
"6688","399585"
"101401","112204"
"132836","280987"
"20560","24244"
"185026","209922"
"137880","263854"
"16613","27414"
"23454","107430"
"28928","98690"
"123312","124511"
"44723","352846"
"159760","289858"
"78702","117003"
"237906","398124"
"57058","124832"
"133269","184667"
"359061","66197"
"19544","192171"
"271596","364939"
"147748","323906"
"85462","242922"
"85586","236748"
"38381","254448"
"1602","253012"
"142591","172120"
"149415","195252"
"67400","333970"
"79147","305908"
"262911","327418"
"39543","108882"
"64930","394772"
"1522","2339"
"33508","152869"
"240635","393726"
"21988","341195"
"105856","135751"
"174741","112455"
"279129","105519"
"25840","296858"
"207646","16847"
"24456","90553"
"52845","276882"
"141806","318017"
"365112","176780"
"111506","184715"
"329335","297502"
"208785","36136"
"60697","327492"
"7296","51145"
"358890","389696"
"976","294284"
"134015","134016"
"64450","88880"
"9329","98955"
"222181","222182"
"17361","184327"
"30948","37885"
"4930","81482"
"92019","92021"
"110656","378558"
"189656","241373"
"3391","107251"
"4095","267614"
"277834","321910"
"37346","282178"
"166848","70491"
"108004","241379"
"98996","98998"
"29405","164735"
"33926","169466"
"6370","68903"
"13000","40928"
"150623","213870"
"144086","241387"
"257400","341950"
"197855","248048"
"104350","193516"
"103885","211098"
"194257","315159"
"37753","363638"
"192445","298926"
"28715","155629"
"55279","167842"
"51563","173768"
"184543","189507"
"333131","379788"
"357153","357155"
"48242","311508"
"228517","370923"
"95308","95309"
"319831","230015"
"90524","310167"
"185965","185970"
"29643","339111"
"284133","318959"
"60245","115522"
"196101","301093"
"105619","206514"
"6045","20001"
"292305","369396"
"90","126313"
"144070","188898"
"42176","123287"
"2073","2283"
"198","244250"
"117629","105993"
"117357","286489"
"131106","381369"
"43608","37602"
"20386","148495"
"52598","215859"
"22394","66197"
"180586","302347"
"186298","361275"
"5238","208753"
"218752","219382"
"35797","174416"
"87418","314682"
"53645","175586"
"85080","340730"
"110343","160179"
"16166","82725"
"91617","40787"
"10974","318821"
"62079","104699"
"3518","337309"
"55969","358395"
"29905","64792"
"24312","226202"
"225997","233632"
"112704","215557"
"89953","148057"
"10760","269695"
"84043","259553"
"259864","115150"
"5410","173856"
"260243","347745"
"57352","101887"
"2552","54976"
"3518","364939"
"54976","176780"
"150867","195087"
"364917","389494"
"35634","326014"
"32936","168287"
"271567","361955"
"118307","269961"
"129923","177256"
"402469","42780"
"18187","244150"
"2461","37669"
"14372","64006"
"36751","284275"
"122275","280909"
"219201","219202"
"271675","235790"
"116912","121013"
"50812","345269"
"125837","328342"
"277999","324831"
"48809","319845"
"27125","303378"
"222379","334199"
"41105","86545"
"51511","375642"
"162255","240582"
"27631","179466"
"175767","144069"
"387699","388404"
"1112","161687"
"308676","308677"
"395793","59870"
"154972","118433"
"254466","244858"
"32959","252433"
"161191","288646"
"212752","238525"
"380787","381460"
"54668","238908"
"152209","107509"
"232931","362699"
"83300","398616"
"7450","263728"
"80157","156611"
"57159","80320"
"105539","156393"
"37577","41433"
"148897","288218"
"18014","123809"
"196187","289865"
"25992","323354"
"49177","69373"
"221255","272960"
"242133","186306"
"29643","54256"
"276361","332908"
"146344","109378"
"354770","358314"
"198074","274645"
"158945","169284"
"22105","357605"
"189493","285731"
"139805","233037"
"407","253012"
"54600","200319"
"162318","270436"
"378989","278740"
"84239","106624"
"192853","173049"
"160493","338122"
"1663","2801"
"19006","26273"
"159040","213870"
"192057","192061"
"13773","319136"
"36376","378495"
"173435","70797"
"1776","19467"
"27323","340227"
"336734","379866"
"330080","365764"
"307596","390261"
"25901","389778"
"152869","222120"
"30231","273965"
"9210","84014"
"170610","50037"
"73837","323354"
"163205","201852"
"32936","224601"
"670","94427"
"82913","248491"
"139256","182085"
"324350","376028"
"117629","142800"
"145831","253298"
"17685","109524"
"20338","233286"
"74574","97001"
"54560","393175"
"172181","360652"
"138881","159455"
"82531","185771"
"385062","401160"
"77305","248217"
"58057","128789"
"6015","40420"
"14565","195504"
"127427","132109"
"246301","388519"
"170342","280215"
"13416","122889"
"5410","148311"
"62889","100267"
"90","391640"
"133309","399016"
"42856","306672"
"2067","8547"
"120657","388519"
"384333","393797"
"72909","323597"
"307912","333131"
"7494","193446"
"67283","99414"
"10271","153389"
"160687","392589"
"169322","144492"
"322727","377401"
"36762","121862"
"577","364063"
"13762","106379"
"28901","46405"
"33809","207202"
"28152","150885"
"30948","278135"
"214029","133887"
"97679","273826"
"14088","362647"
"40417","358395"
"36172","131159"
"342745","344878"
"30517","63719"
"46046","300968"
"154776","172253"
"144083","144086"
"16613","154265"
"71222","394772"
"317546","363090"
"29004","29007"
"38134","57452"
"220162","237283"
"23380","216885"
"29065","40758"
"124519","14088"
"86112","114857"
"148","1552"
"55969","55973"
"171470","223152"
"169322","253064"
"1112","78021"
"29643","32936"
"42392","42394"
"915","195140"
"31348","102971"
"396891","400262"
"94166","372029"
"374673","201852"
