"vertex_name","degree","closeness","betweenness","transitivity","eigenvec_centrality","pagerank","community_membership"
50075,11,1.0841177828924e-06,0.000254906601875416,0.127272727272727,5.62242029917084e-09,3.16720654169968e-05,23
50170,7,1.01601958072936e-06,8.59083760574397e-05,0.238095238095238,6.04484070236088e-09,1.68491881606804e-05,50
50172,4,1.01579562192087e-06,1.62878856590937e-05,0.166666666666667,1.65831593931055e-09,1.00180020296508e-05,50
50313,2,1.19456758445294e-06,0,1,1.10955923689646e-07,6.37028806137246e-06,9
50341,3,1.14860674002435e-06,3.50937678164976e-05,0.333333333333333,1.54666633802495e-08,1.01964371618819e-05,149
50448,13,1.26208605155117e-06,0.0012804066648839,0.0256410256410256,5.29280129511301e-07,3.56486004056195e-05,341
50466,2,8.41672200661386e-07,2.90532715923371e-05,0,4.60395911854356e-10,1.10444947956044e-05,797
50495,6,9.73375266339807e-07,9.4538743083808e-05,0.266666666666667,3.21927489124754e-10,1.7705470790157e-05,280
50528,7,1.11973681705852e-06,0.000424072609573948,0.0476190476190476,5.22285801465689e-09,2.07949697612998e-05,249
50812,2,9.93776968622486e-07,2.90532715923371e-05,0,4.43077178133005e-08,9.53399014314162e-06,422
50823,4,1.23910056168428e-06,3.00009000210004e-10,0.833333333333333,1.27947480016819e-06,1.03579057080708e-05,19
50974,8,1.07231821257422e-06,0.000105233243137294,0,8.74331530363363e-09,2.39295746716694e-05,464
51041,5,1.15290653502011e-06,0.000116949485232003,0,4.70839367959153e-07,1.72029687719066e-05,458
51190,5,1.0288785635209e-06,7.26365124141785e-06,0.5,8.55366391125824e-09,1.39602218970527e-05,177
51193,3,1.02887644634306e-06,0,1,7.89704968262444e-09,8.64197198287902e-06,177
51254,3,1.37103684661525e-06,0.00139515667012498,0,2.33885454667124e-06,8.34230885446114e-06,9
51418,4,8.17641431526618e-07,2.66674666853337e-10,0.666666666666667,2.23147437956891e-13,1.28079273531014e-05,5
51421,4,8.17641431526618e-07,7.33355333846678e-10,0.5,3.58642267467704e-13,1.2839287992889e-05,5
51427,1,8.73841722796433e-07,0,NA,2.68882578044651e-12,4.99370899416011e-06,1420
51511,7,0.0909090909090909,9.16694167308347e-10,0.476190476190476,9.98850004271396e-16,1.48524279114906e-05,1912
51527,2,0.0277777777777778,3.60010800252005e-09,0,0,1.11464632249067e-05,1913
51632,4,9.89765821406655e-07,0.000116203486081342,0.333333333333333,9.53527482787365e-09,1.41636720398036e-05,464
51773,3,9.43885087653889e-07,4.35793073705053e-05,0.333333333333333,2.63383826395416e-11,1.18677053929552e-05,148
52004,6,1.05481894032889e-06,8.51873744559905e-05,0.0666666666666667,3.23518701546606e-08,1.73239603955288e-05,451
52019,1,7.25072199064222e-07,0,NA,3.41486608070557e-15,5.8881662614273e-06,3
52033,4,0.0666666666666667,1.40004200098002e-09,0.5,0,1.51971215023004e-05,1624
52069,2,1.09760568296318e-06,0,1,6.87270880032251e-09,7.0407815384665e-06,7
52134,5,1.17101366455845e-06,0.000109130453041989,0.4,8.81735495323998e-06,1.40919062414989e-05,376
52241,2,7.46433540543284e-07,0,1,5.03489168494257e-15,7.419420725561e-06,252
52334,5,6.69592787146497e-07,1.45261357811682e-05,0.5,2.57048800884161e-14,1.42448565497788e-05,983
52364,2,8.29913398536863e-07,0,1,4.55291938491487e-13,7.89395672228609e-06,100
52391,3,0.333333333333333,0,1,0,1.05824305197251e-05,1715
52466,5,1.10230005930374e-06,9.47511648549842e-07,0.6,1.08184364821613e-06,1.40323825193938e-05,267
52498,2,8.36607256396699e-07,1.45268358021687e-05,0,2.6328242357658e-12,8.44527568557893e-06,636
52507,2,1.09153384518994e-06,1.45268358021687e-05,0,4.56931220095996e-09,9.47375015690482e-06,249
52546,6,1.33557710286615e-06,0.00148269030692468,0.0666666666666667,1.84692105892165e-07,1.80598419372857e-05,16
52565,10,1.23765592917638e-06,0.00242444137811017,0.0888888888888889,2.20120090894827e-06,2.83842354994158e-05,23
52598,4,1.00765109476253e-06,0.00067197931585439,0.166666666666667,5.50043975550204e-10,1.31225549560997e-05,561
52705,1,1,0,NA,4.55803304722789e-17,1.05824305197314e-05,1962
52709,7,8.68762933708176e-07,5.08424252625894e-05,0.238095238095238,2.81053216667057e-11,2.34084680655649e-05,206
52713,5,8.68761424212728e-07,2.17889536642521e-05,0.5,2.77910497826275e-11,1.60001952969672e-05,206
52730,3,1.27266456507325e-06,0.000692936509741306,0,1.1083332714362e-06,8.3631986771702e-06,50
52750,2,1.05622273625062e-06,0,1,1.53962859126338e-08,6.93431388396848e-06,929
52789,2,1.01644196522955e-06,2.08905339829187e-05,0,3.70512505015481e-10,6.62644337594662e-06,27
52845,4,1.02711480370295e-06,5.81051431426733e-05,0.333333333333333,1.56411691735907e-09,1.37168014525291e-05,3
52846,2,1.04575819560698e-06,0,1,1.84128705221209e-09,6.58411053407878e-06,3
52936,15,1.04719169367549e-06,0.00147750415719553,0.0285714285714286,9.65078698494446e-09,4.63840956076684e-05,579
52944,16,9.72399415004512e-07,0.000163309187148647,0.0666666666666667,1.16472799649459e-10,5.0620875374095e-05,1263
53117,3,1.3691278108194e-06,0.000312955256462823,0.333333333333333,1.41537831561758e-05,9.73942337589881e-06,762
53122,6,8.33525044093475e-07,0.000116206902850511,0.133333333333333,1.96266487120735e-13,1.7756216555724e-05,37
53156,3,1.03108090273195e-06,2.17899203599195e-05,0,2.67861479180388e-07,1.26577708137971e-05,473
53160,4,6.7186781941268e-07,4.35794073735053e-05,0.333333333333333,1.57593587257166e-14,1.40417187725477e-05,1000
53175,1,1.16036876519358e-06,0,NA,5.59235932695685e-07,4.54352547452564e-06,267
53177,2,0.027027027027027,8.00024000560012e-09,0,0,8.72921020979445e-06,1168
53288,3,1.06012161715192e-06,8.4206832866164e-06,0.333333333333333,3.74879968798379e-09,9.55203811040604e-06,464
53292,5,9.74186018871932e-07,2.64105218151271e-05,0.5,2.76440289292548e-10,1.37049401396572e-05,302
53293,5,9.28854397428931e-07,2.3053223792526e-06,0.5,1.0482432445862e-10,1.37213014114743e-05,302
53332,3,1.20352440085547e-06,2.74813562776054e-05,0.333333333333333,1.10447876771493e-07,1.10140925834866e-05,54
53350,2,0.25,4.00012000280006e-10,0,0,1.37385940080731e-05,1981
53396,6,1.36169656498425e-06,7.47861627884023e-05,0.4,8.84134108260284e-06,1.36659603320225e-05,19
53416,5,9.36773415119898e-07,7.91309420381519e-05,0.4,2.19982528515551e-10,1.52454965915883e-05,11
53561,3,1.04066610956341e-06,1.47460427895408e-05,0.333333333333333,7.23849756514693e-08,9.07823787705485e-06,464
53587,2,9.67117053078285e-07,0.000130388087194144,0,2.57948660440427e-09,7.44263977460239e-06,734
53675,3,0.00694444444444444,0,1,3.047145933725e-16,9.80695726240605e-06,1504
53679,3,8.76284413879644e-07,0,1,1.13719664294049e-12,8.78555755595222e-06,332
53849,5,1.01037452562916e-06,1.46917771402373e-05,0.5,8.90464348866681e-09,1.31966866887163e-05,676
53866,2,8.20656919450882e-07,1.3195905725637e-05,0,4.75436790226628e-12,8.20388197872938e-06,148
53986,5,1.282710726925e-06,0.000509065423441113,0.3,1.38011340615411e-05,1.4831965016046e-05,209
54008,7,1.0540884401283e-06,0.000166079713928703,0.142857142857143,3.77553189821902e-10,1.98662001338753e-05,1263
54018,2,1.01296391214767e-06,8.15840847589392e-05,0,1.30401714332473e-09,6.44435890176333e-06,280
54205,1,8.20281290860262e-07,0,NA,1.08840627326987e-13,4.85496664732696e-06,37
54256,2,1.00704326056439e-06,0,1,4.47972993689318e-10,6.2226814558647e-06,44
54426,6,1.09844723498862e-06,9.69582959579165e-06,0.4,6.06816891746281e-08,1.60939826522878e-05,735
54445,1,1,0,NA,4.54432138937776e-17,1.05824305197314e-05,2017
54531,7,8.89342651272738e-07,8.71571146960095e-05,0.142857142857143,2.88390817937243e-12,2.59410975434622e-05,320
54538,5,1.09364319890636e-06,0.000183002493857867,0.2,7.15667265645295e-08,1.54036614290494e-05,341
54560,6,1.04261153336878e-06,6.2003015578177e-05,0.2,1.05727925362132e-07,1.98824459075602e-05,451
54573,5,9.23492352559828e-07,8.71475134555932e-05,0.4,9.03854630582922e-12,1.28858982743098e-05,2
54582,7,9.96301727985717e-07,0.000284429486066645,0.0952380952380952,2.33657483879375e-08,1.82054623967682e-05,464
54586,3,1.24657348114371e-06,0.000410776266943266,0,2.52328182664198e-07,9.44887815790773e-06,49
54587,2,1.1521839069865e-06,0.000358575920945254,0,2.01289347050157e-08,7.16675173797318e-06,49
54610,4,0.125,6.66686667133343e-11,0.833333333333333,4.31502620456149e-16,1.11422505803433e-05,1260
54687,4,9.96926475675492e-07,0.00024858261231606,0.333333333333333,7.1634613123457e-10,1.27219865580904e-05,407
54689,4,1.07185961211544e-06,0.000126189667514188,0,1.6852331223545e-08,1.55676340640216e-05,422
54698,3,7.3090439185831e-07,0.000464677740239272,0,8.97513621299915e-14,1.28989768723164e-05,116
54735,9,1.09642871239798e-06,0.00029664257549797,0.0277777777777778,2.73992875249185e-09,3.00393723468866e-05,474
54742,3,1.05059563519537e-06,1.19468802428539e-05,0.333333333333333,3.21859315801817e-09,1.03643726419206e-05,280
54795,3,8.06651324158481e-07,0.000174295628834006,0.333333333333333,7.29980928009554e-14,8.17645795141526e-06,849
54837,9,9.81972940753645e-07,8.44745980416971e-05,0.222222222222222,1.21631421261366e-09,2.34092764828792e-05,54
54882,5,1.05345438226488e-06,9.22728408384294e-05,0.2,1.93359671464062e-09,1.69456794337183e-05,33
54972,3,6.93158731269985e-07,6.66686667133343e-11,0.666666666666667,5.88972243439137e-16,1.02300793900029e-05,249
54976,3,1.35360858512709e-06,3.28056085518074e-05,0,4.51826151099094e-05,1.1564926340955e-05,16
54977,4,1.36518398584577e-06,0.000188749667826825,0,5.26172395049523e-07,1.36159986167771e-05,16
54995,7,0.0384615384615385,1.21908419132954e-08,0.285714285714286,9.47586720360276e-16,1.88123099188763e-05,2037
55136,2,1.16185985878755e-06,2.90532715923371e-05,0,4.20383299685594e-07,8.47056647871703e-06,265
55158,1,9.00731303745511e-07,0,NA,1.12509635850169e-11,4.59039446171885e-06,3
55169,4,9.72360648564553e-07,5.94529309484705e-05,0.166666666666667,4.50658702256185e-11,1.36268833934413e-05,832
55220,7,1.01436132767725e-06,0.000305005044267392,0.0476190476190476,4.16378283418568e-10,2.60042997161618e-05,373
55232,2,0.166666666666667,6.00018000420009e-10,0,0,1.12490637899508e-05,1713
55287,5,8.70550832333651e-07,7.35571113438424e-05,0.1,1.93600349613669e-12,1.83417465131911e-05,636
55305,12,1.00306637390503e-06,0.000377616941948916,0.0606060606060606,4.14541853653885e-08,4.0560038855954e-05,523
55500,6,9.85121706861274e-07,7.56832782099804e-06,0.4,1.87105884134717e-10,1.39850775125837e-05,13
55571,2,9.95321986662685e-07,7.30806800442691e-08,0,2.58996578484478e-10,6.58422622364387e-06,4
55610,8,1.10295415240179e-06,0.000144037978858018,0.178571428571429,8.90895443623753e-07,2.15369805219621e-05,280
55735,6,1.11857699109501e-06,8.2373024972722e-05,0.2,1.5097297034342e-08,1.74769808713068e-05,134
55736,6,1.10106087215032e-06,8.44386260576834e-05,0.133333333333333,1.23778162336662e-08,1.59877994395993e-05,27
55833,5,1.02649591249328e-06,6.71613500158315e-05,0.3,6.94160477060514e-08,1.69964795324835e-05,177
55884,6,1.09958743479447e-06,0.000556801458015155,0.4,1.1684778257294e-07,1.5587102106816e-05,33
55931,4,1.29688565877901e-06,8.71566146810091e-05,0.166666666666667,9.44140291086408e-06,1.3341356014239e-05,49
55967,2,9.84614415148884e-07,2.90532715923371e-05,0,1.12122806579153e-10,9.95123331891429e-06,252
55969,3,1.06044763615617e-06,0.0001325488012433,0,1.4365935310889e-09,1.26915947450576e-05,252
56031,3,1.04417922292182e-06,1.96719280012575e-05,0.666666666666667,2.74162046217528e-09,9.87368417441276e-06,1
56052,4,1.10025162754722e-06,3.17752493287551e-05,0.333333333333333,7.46553375108616e-08,1.38908659123201e-05,177
56208,3,0.024390243902439,5.13348733692674e-10,0.333333333333333,4.98730348585381e-16,8.72112055356428e-06,1581
56224,2,7.47697652005063e-07,6.00018000420009e-10,0,1.85036218373725e-15,9.09853235991155e-06,17
56275,3,1.02954908838576e-06,1.00003000070001e-09,0.666666666666667,8.0832110142289e-09,1.03185382609212e-05,143
56297,4,1.25705680262574e-06,0.000619266199300898,0,2.19277920356829e-05,1.0926203651833e-05,206
56310,7,9.71101948224729e-07,0.000475154218146203,0.0476190476190476,2.73819639652991e-09,2.37931601799847e-05,376
56394,3,1.27750630768739e-06,8.74630877370384e-06,0.333333333333333,1.46305768225992e-06,7.59152536596894e-06,9
56403,3,1.01808319368626e-06,0.00011473884611185,0,9.35948416539806e-10,9.90034730473314e-06,422
56442,7,1.19734667975766e-06,0.000131264320530191,0.142857142857143,2.48862353740551e-07,2.18506762827094e-05,7
56483,4,9.44993800840666e-07,0,1,1.11252903004454e-10,1.05669839664949e-05,735
56538,11,1.02019787758034e-06,0.000202976922140941,0.127272727272727,5.1253571110404e-09,2.81533186152993e-05,50
56576,2,1.08739620803194e-06,0,1,2.26942133084208e-08,7.80651735394637e-06,143
56580,6,1.32302257738028e-06,3.62855182624667e-05,0.0666666666666667,1.13899588597761e-05,1.76011117238586e-05,143
56625,7,1.17514474845439e-06,5.40626736462174e-05,0.571428571428571,1.34564566265379e-06,1.46827528039348e-05,280
56653,6,1.2265845018595e-06,0.000101405805756734,0.0666666666666667,5.77829541049161e-05,1.87700246351731e-05,580
56688,1,8.48119591647379e-07,0,NA,1.03077170752532e-12,5.10641788474629e-06,341
56737,5,9.41943323270239e-07,0.000217872336126509,0.1,7.87939991691788e-09,1.73251375210233e-05,451
56769,5,1.01142301149179e-06,0.000323752567367165,0.3,1.86153534978295e-10,1.53378378818211e-05,441
56788,8,1.20191440927109e-06,8.39626528447401e-05,0.142857142857143,6.12764193080135e-07,2.20981621289108e-05,143
56817,49,1.31177475253369e-06,0.00253281982583987,0.0263605442176871,0.000942661590624798,0.000121524593855428,580
56818,9,1.19769945887938e-06,2.94212877134593e-05,0.305555555555556,0.000110344703013619,2.13762406754894e-05,580
56904,3,1.02693338180459e-06,1.16639632829458e-05,0.333333333333333,3.41818851069732e-07,1.03189722894988e-05,16
56905,4,1.00997654834455e-06,6.74283778923686e-06,0.333333333333333,3.97499672704542e-08,1.31334014046826e-05,16
56921,7,1.21095429253023e-06,0.000232193419730412,0.142857142857143,9.3114686544835e-07,1.89581605428944e-05,473
56933,2,0.5,2.00006000140003e-10,0,2.47498190676684e-17,1.54446283260908e-05,2121
57159,4,6.35624866916043e-07,4.35799073885057e-05,0,0,2.15954720758847e-05,54
57167,6,7.98449092482761e-07,8.71557146540085e-05,0.4,4.50214660353318e-14,1.56519415862609e-05,775
57207,4,1.13021807557768e-06,1.33087155002145e-05,0.666666666666667,1.29279952890974e-08,1.1058024297592e-05,134
57309,3,1.33300985627488e-06,0.000124311405685273,0.333333333333333,5.06733432770494e-05,9.47739551085213e-06,239
57347,2,0.1,1.80005400126003e-09,0,0,1.04338930075802e-05,2141
57351,5,8.49749069099895e-07,4.67981417452458e-05,0.2,2.31390805401214e-08,1.84188775798397e-05,134
57484,2,1.05369636685493e-06,0,1,1.10248533139172e-09,5.91931170221222e-06,309
57646,6,9.07810071608058e-07,0.000186637636113857,0.2,1.7591816874629e-11,1.91335894913093e-05,186
57789,3,0.0909090909090909,7.66689667203345e-10,0.333333333333333,0,1.07534777185055e-05,710
57967,6,1.14481838028806e-06,0.00050591683855186,0.133333333333333,6.80496149862628e-09,1.78739543739996e-05,474
58016,15,1.11207367265667e-06,0.000437735788141889,0.0761904761904762,6.23774404703714e-08,3.90647348834152e-05,280
58057,8,1.37231438075686e-06,0.00126609573662457,0.142857142857143,1.02672966320914e-05,2.06187647453564e-05,206
58088,6,1.00411687920474e-06,0.000137991939730594,0.266666666666667,8.44433470780941e-10,1.65989247973429e-05,355
58090,3,1.00410780503038e-06,7.26241787108365e-06,0.666666666666667,8.28516842763635e-10,8.96556441603908e-06,355
58146,4,0.25,6.66686667133343e-11,0.833333333333333,2.13591655205923e-16,1.16344850158468e-05,2168
58174,5,9.69593546385355e-07,8.71566813496758e-05,0.1,9.93104222317905e-10,1.63322782243892e-05,101
58209,1,0.125,0,NA,0,5.3699295504334e-06,1479
58238,2,8.95773204556977e-07,0,1,7.27729643005287e-12,7.25582981524584e-06,1263
58425,21,1.09424993543925e-06,0.000404582331802764,0.0285714285714286,3.50780345209894e-09,6.28625783828401e-05,415
58443,5,1.12899183287308e-06,5.81050098053398e-05,0.5,4.02624302994187e-08,1.35092661394335e-05,7
58444,4,1.04343289422199e-06,6.66686667133343e-11,0.833333333333333,4.01619696530948e-09,1.11308031474391e-05,7
58486,5,7.18799776884549e-07,4.6613186670621e-05,0.1,2.48012830349519e-15,2.17065763919456e-05,600
58538,2,0.0769230769230769,1.00003000070001e-09,0,0,1.08141371130135e-05,1455
58566,3,0.0833333333333333,2.80008400196004e-09,0,0,1.70215909091906e-05,1520
58740,3,1.29926656402461e-06,1.1967906067913e-05,0.333333333333333,3.47045816709764e-06,7.30459376873502e-06,9
58742,3,9.64514545361601e-07,0,1,2.9839803881097e-11,9.73589351222289e-06,9
58743,3,9.64514545361601e-07,0,1,2.98398039420349e-11,9.73589351221913e-06,9
58896,3,9.23395139247987e-07,7.26301788908407e-05,0.333333333333333,8.07241129696406e-10,1.15604970127277e-05,464
58915,12,1.03921692925946e-06,0.000919011623670885,0.0454545454545455,7.38645827548334e-09,3.61197875593825e-05,11
58962,5,9.93011187264036e-07,5.87856570285993e-06,0.7,1.10570065521054e-10,1.33788590556886e-05,21
59280,7,1.11496144463324e-06,6.85049419238388e-05,0.238095238095238,2.47687167976263e-06,1.96052699873298e-05,299
59282,5,1.18953164570514e-06,6.19013886040716e-05,0.3,1.63328316564291e-07,1.58735721721402e-05,143
59288,3,1.05239119064382e-06,0.000140537948715666,0.333333333333333,1.36026237743245e-09,9.38696803877335e-06,404
59298,7,1.25244383102529e-06,0.000213565113908432,0.0476190476190476,1.76430260789297e-06,2.44763681128634e-05,579
59348,3,9.49738869297887e-07,1.78964557303468e-05,0,2.77637731031495e-10,1.320079428403e-05,270
59355,2,1.06801778036001e-06,0,1,2.58640572623641e-09,7.52885096137649e-06,276
59382,4,1.01368885428831e-06,5.00015000350007e-10,0.5,3.41757736255937e-10,1.30926815730922e-05,415
59427,3,1.02995839998022e-06,5.09491936598419e-05,0,4.18037575389361e-08,1.18591767097656e-05,848
59507,1,0.166666666666667,0,NA,0,7.42626703139651e-06,2219
59594,2,6.83135235500625e-07,0,1,0,9.1782305471111e-06,600
59651,2,1.1480173166932e-06,2.90532715923371e-05,0,1.3769997510816e-07,9.08145773609622e-06,579
59662,3,1.12208258527828e-06,6.48510541973461e-05,0.333333333333333,3.80808350558578e-09,9.17671012125475e-06,9
59667,3,9.96653238425368e-07,3.0264453125702e-05,0.333333333333333,4.92886726908742e-10,8.84612081837177e-06,280
59686,6,1.05687130161099e-06,0.000145546490801023,0.2,1.02929689397732e-08,1.77160454048272e-05,19
59742,16,1.19537866607695e-06,0.00161917188704334,0.0666666666666667,6.82261626309235e-08,4.11109542914323e-05,50
59811,2,9.65772071996376e-07,0.00010812538372551,0,5.47270162514514e-10,7.07262699072016e-06,11
59817,5,1.08118043279653e-06,0.00026122826525225,0.1,8.70063589277618e-10,1.49015639393071e-05,341
59844,13,1.05248090799633e-06,0.000467947685136221,0.0512820512820513,4.28035782380233e-09,3.80257329055094e-05,355
59854,2,1.10541820734329e-06,1.72763261409664e-07,0,5.06728786161489e-08,6.61731695954043e-06,143
59864,5,0.0277777777777778,1.12336703411968e-09,0.5,8.00221769784908e-16,1.33649192147233e-05,1581
59870,3,9.42154537840224e-07,4.35755072565026e-05,0,3.96563280251238e-11,1.25488101528205e-05,309
59876,4,0.0666666666666667,9.00027000630014e-10,0.5,3.88669571364369e-16,1.20706746962292e-05,1343
59896,4,9.08261088732567e-07,1.57771642675979e-05,0.333333333333333,1.57502609823556e-11,1.39339080627326e-05,1263
59986,3,1.20292503250905e-06,1.23306696781385e-05,0.333333333333333,1.0208499246045e-07,9.34664023702708e-06,280
59997,4,9.84694887365675e-07,3.44318598606105e-05,0.5,1.89026230532799e-10,1.1211899062029e-05,276
60202,4,9.23924944033246e-07,0.000177379522760072,0.166666666666667,1.06333552949864e-12,1.32224037126073e-05,1224
60245,4,1.22546016029019e-06,5.61706398231674e-05,0.166666666666667,5.03585439281842e-07,1.07187952283272e-05,9
60278,4,1.05873098386812e-06,2.82080167059838e-05,0.166666666666667,2.58913242658819e-10,1.31733717272968e-05,302
60280,3,0.00719424460431655,5.60016800392008e-09,0,0,1.39552134097012e-05,1404
60303,4,1.04362999559588e-06,5.31617937227495e-06,0.166666666666667,2.63195745283592e-09,9.64764513483781e-06,54
60349,3,1.03209079922015e-06,6.52665749866809e-06,0.333333333333333,1.13257385661416e-09,1.01026391127045e-05,1
60381,4,1.14165286218081e-06,0.000265974925312644,0.333333333333333,1.17531535741166e-07,1.10871819221836e-05,19
60440,7,8.87914156459353e-07,0.000141770563167388,0.0952380952380952,1.01637068609749e-10,1.9593458978629e-05,579
60534,3,9.50727591826025e-07,2.90534715983373e-05,0,4.02143219139966e-10,1.30388928492187e-05,451
60556,3,0.0666666666666667,1.16670166748335e-10,0.333333333333333,3.48791359034015e-16,7.15199025899484e-06,1912
60559,4,0.0714285714285714,2.16673166818337e-10,0.5,5.37415561178772e-16,8.98414215761492e-06,1912
60667,3,0.2,8.00024000560012e-10,0.333333333333333,0,1.49954647997638e-05,1197
60689,6,1.00203412928244e-06,0.000145254957619678,0.133333333333333,1.81407190106417e-09,2.3098881577798e-05,143
60697,2,1.08704277622029e-06,8.61170834228438e-05,0,4.76478013481649e-09,6.58599810999374e-06,44
60699,4,1.00961048217987e-06,0.000172636157330162,0.166666666666667,4.75883551317992e-10,1.28731170060862e-05,44
60785,5,9.99443310076287e-07,0.000136608528204069,0.3,8.63650352084564e-10,1.45624606147429e-05,341
60808,4,0.0666666666666667,2.16673166818337e-10,0.666666666666667,3.56298796898748e-16,1.16196516018449e-05,1226
60842,3,1.00682222741295e-06,5.37374630535814e-06,0.333333333333333,4.53064915477367e-10,1.063352915045e-05,139
60917,3,0.00694444444444444,0,1,3.04844637258825e-16,9.806957262403e-06,1504
60993,2,9.56819684460004e-07,0,1,4.3549338751784e-11,8.24545196695974e-06,16
61154,3,9.09104958894819e-07,0,1,2.97411706061848e-11,9.3428404888469e-06,280
61180,2,9.93412680515502e-07,0.000134658655478053,0,2.52108487865745e-09,7.38617500978016e-06,458
61226,5,1.19381745814774e-06,0.000112299765540874,0.2,4.07353032224108e-06,1.58573749916524e-05,280
61244,9,1.16436801015329e-06,8.54730508534777e-05,0.138888888888889,2.10397511444081e-07,2.39755147541721e-05,188
61266,3,0.0434782608695652,8.00024000560012e-10,0.666666666666667,3.53825933094608e-17,1.03314319820475e-05,1915
61312,6,1.07529772305707e-06,0.000443722163743807,0,8.69871908299779e-07,2.06595209351382e-05,177
61340,7,1.13220535487845e-06,0.000125058849857247,0.142857142857143,4.77660664876643e-07,1.95602932305803e-05,280
61342,13,1.21699064986084e-06,0.000878316959038636,0.0769230769230769,1.17489567576258e-06,3.33970321910601e-05,280
61375,4,1.17591306709878e-06,5.81057431606737e-05,0.166666666666667,1.22466740710759e-07,1.5040188261878e-05,19
61378,2,1.04704367219157e-06,3.18385178993927e-07,0,1.35740189858551e-09,6.85186512404982e-06,181
61387,5,9.30110562242534e-07,9.46831979195673e-05,0.3,6.92269589552852e-10,1.40827473457654e-05,249
61447,5,9.72843085274561e-07,5.3053929202429e-05,0.3,3.44319092439983e-09,1.5572157825204e-05,676
61523,4,1.2494455585334e-06,0.000316328388898104,0,1.00319286877464e-06,1.32034718543728e-05,100
61533,4,1.15264607195508e-06,0.000409891527907741,0,5.90388373049131e-07,1.16404318672188e-05,341
61666,14,1.00372986016036e-06,0.000229145839149303,0.10989010989011,2.56041810163986e-09,3.99002069082758e-05,975
61672,3,1.11119753758626e-06,2.18490913202231e-06,0.333333333333333,1.02241174663252e-07,8.34033097290249e-06,4
61721,2,1.1132336766546e-06,6.16263244634354e-05,0,5.90799176563874e-09,5.93979567478478e-06,50
61753,1,1.18034768321357e-06,0,NA,5.79101654492545e-08,4.35068929439425e-06,280
61799,1,9.20235801221705e-07,0,NA,3.33365840230541e-11,5.89439087851772e-06,75
61870,8,1.13181835673556e-06,0.000282858392912205,0.0714285714285714,0.00061004431589002,2.80187964728077e-05,299
61878,4,9.94209722575719e-07,1.8426638385498e-05,0.5,1.07336677989144e-10,1.14851687276552e-05,21
61979,2,0.142857142857143,0,1,0,1.01497036600933e-05,1197
61991,5,8.0227975816079e-07,1.08946101694595e-05,0.5,1.95317771072753e-09,1.30942386751619e-05,458
62168,6,1.06844684156429e-06,0.00016054066069353,0,2.42355233555215e-08,2.3366046662329e-05,276
62203,4,8.2080780621056e-07,4.46135511206038e-05,0.166666666666667,3.33226325800589e-13,1.42243257482747e-05,636
62253,3,1.39367189340082e-06,0.000438914024529729,0,1.30487084484916e-05,9.53287129914855e-06,143
62260,1,9.69215768752871e-07,0,NA,8.20187467759265e-09,4.40404441486698e-06,451
62291,4,1.03844963623109e-06,3.35003790459156e-06,0.5,1.21073315316369e-09,1.26812355688403e-05,1
62294,2,8.34122273984143e-07,6.52359450957848e-07,0,8.84264155336803e-12,6.92973961448872e-06,579
62326,5,1.0533545127814e-06,0.000345501658135661,0.1,7.49689542189315e-09,1.43376612162571e-05,11
62538,6,1.26886001809394e-06,0.000239551950734522,0.266666666666667,8.5496342240056e-07,1.6922491805958e-05,636
62541,5,1.37443819838641e-06,0.000633288951281071,0.2,9.15768781863295e-06,1.35243009456343e-05,636
62660,2,0.5,0,1,0,1.05824305197216e-05,2326
62683,1,1,0,NA,4.5651238802752e-17,1.05824305197314e-05,2329
62726,1,8.8416157168561e-07,0,NA,2.14141904033749e-08,6.24513954142115e-06,485
62745,3,8.93212832967414e-07,2.90532715923371e-05,0.333333333333333,1.98464918648983e-12,1.18086874347242e-05,3
62747,2,0.1,1.00003000070001e-09,0,1.20538939480966e-17,9.24572305434856e-06,2331
62749,1,0.0666666666666667,0,NA,0,5.51679687605997e-06,2331
62799,4,1.07013447309789e-06,2.73133572034813e-05,0.666666666666667,4.94968223690536e-08,1.11392440601133e-05,473
62801,7,1.02629574969878e-06,0.000112611448628773,0.19047619047619,2.80704237710039e-08,2.00522043482511e-05,473
62802,5,1.04534497429497e-06,2.1790253703253e-05,0.3,1.99979806261139e-09,1.83312983028764e-05,309
62803,3,1.04534278880731e-06,7.26311789208414e-06,0.666666666666667,1.85663966792871e-09,1.10424648694012e-05,309
62804,5,1.13122683813049e-06,0.000116206586174344,0.2,2.16344287678427e-08,1.77059795328442e-05,309
62823,2,1.09005844893403e-06,0,1,7.85551411977309e-09,7.85322907834942e-06,4
62887,2,7.97026771332222e-07,0,1,3.99089666510741e-13,8.30500547376131e-06,33
62889,2,7.97026771332222e-07,0,1,3.99089868225764e-13,8.30500547375852e-06,33
62923,8,1.06806683107775e-06,0.000302600414748482,0,3.1877851272494e-09,1.98419842762757e-05,50
62963,2,1.16117720144683e-06,0,1,3.29912075990903e-08,6.51870768530925e-06,341
62982,4,8.1908534377831e-07,3.63157894664208e-05,0.5,2.41275231670158e-13,1.34126880324837e-05,47
63076,3,1.02916022583892e-06,5.93252694769738e-06,0.333333333333333,4.37624185178616e-10,1.00692577107978e-05,1
63083,3,1.06823797350983e-06,7.44901990865472e-05,0,2.79609801693686e-07,1.05231269470132e-05,305
63088,4,1.00628424511072e-06,0.000116207286195344,0,2.41971139837967e-10,1.79683645035759e-05,9
