"id","cleaned_genres","rating","reviews","salesrank","first_genre","num_main_genres"
72177,"Computers & Internet|Programming|Software Design|Software Development|Software Project Management|Testing|Home & Office|Computer & Internet Books|Internet|Digital Business & Culture|Project Management",4.5,39,42071,"Computers & Internet",1
72213,"History|Ancient|Egypt|Middle East|Religion & Spirituality|Religious Studies|Africa|General",4,37,79893,"History",2
72263,"Children's Books|Animals|Farm Animals|Fiction|Literature|Classics by Age|General|People & Places|Social Situations|Friendship|Where We Live|Farm Life|Ages 9-12|Authors & Illustrators, A-Z|( W )|White, E.B.|Williams, Garth",4.5,333,1493,"Children's Books",1
72366,"Health, Mind & Body|Self-Help|Creativity|General|Motivational|Personal Transformation|Success",4.5,69,158313,"Health, Mind & Body",1
72422,"Children's Books|Literature|Fairy Tales, Folk Tales & Myths|United States|General|Stories|Literature & Fiction|World Literature|Classics|Irving, Washington|Authors, A-Z|( I )|Ages 4-8|19th Century|Authors & Illustrators, A-Z",4.5,45,541962,"Children's Books",2
72472,"Literature & Fiction|World Literature|British|20th Century|Short Stories|Science Fiction & Fantasy|Fantasy|Epic|Authors, A-Z|( T )|Tolkien, J.R.R.|General|Hardcover|Series",4.5,38,174151,"Literature & Fiction",2
72513,"Computers & Internet|Operating Systems|Unix|General|Programming|Software Design|Software Development|Linux|Applications|New & Used Textbooks|Computer Science & Information Systems|Programming Languages|Information Systems|Software|Home & Office|Computer & Internet Books|Internet|Digital Business & Culture|Project Management",4.5,34,425147,"Computers & Internet",2
72515,"Children's Books|Literature|Action & Adventure|Humorous|People & Places|Royalty|Ages 4-8|Picture Books|General|Authors & Illustrators, A-Z|( M )|Martchenko, Michael|Munsch, Robert",4.5,70,76180,"Children's Books",1
72520,"Romance|Authors, A-Z|( K )|Kurland, Lynn|Contemporary|General",4.5,84,16337,"Romance",1
72527,"Literature & Fiction|World Literature|United States|Classics|General|Science Fiction & Fantasy|Authors, A-Z|( L )|Lawhead, Stephen|Fantasy|Historical",4.5,35,322695,"Literature & Fiction",2
72560,"Literature & Fiction|General|Comic|Science Fiction & Fantasy|Authors, A-Z|( A )|Adams, Douglas|Science Fiction|Adventure|Series",4.5,93,259436,"Literature & Fiction",2
72581,"Biographies & Memoirs|General|Books on CD|Professional & Technical|Medical|Medicine|Surgery|General Surgery|Nonfiction|Specialties",5,82,130906,"Biographies & Memoirs",5
72583,"Horror|Authors, A-Z|( M )|McCammon, Robert R.|General|Literature & Fiction|Genre Fiction|Historical",4.5,86,365452,"Horror",2
72587,"Religion & Spirituality|Authors, A-Z|( A )|Armstrong, Karen|Book Clubs|History & Nonfiction",3.5,100,14684,"Religion & Spirituality",1
72612,"Health, Mind & Body|Exercise & Fitness|General",4.5,59,261829,"Health, Mind & Body",1
72690,"History|Americas|United States|20th Century|General|Nonfiction|Politics|Ideologies|Communism & Socialism|Social Sciences|Sociology",4,56,46493,"History",2
72733,"Mystery & Thrillers|Mystery|Series|Police Procedurals|Authors, A-Z|( C )|Coben, Harlan",4.5,37,5564,"Mystery & Thrillers",1
72783,"Literature & Fiction|General|Literary|Mystery & Thrillers|Mystery|Series|Women Sleuths",3,55,37046,"Literature & Fiction",2
72786,"Business & Investing|Biographies & Primers|Policy & Current Events|Economics|Econometrics|Free Enterprise|Theory|Nonfiction|Politics|General|History & Theory|Home & Office|Business & Investing Books",4,76,19482,"Business & Investing",2
72822,"Sports|Basketball|General|Professional",4,41,513311,"Sports",1
72869,"Nonfiction|Philosophy|Ethics & Morality|Religion & Spirituality|Buddhism|Dalai Lama|General|Authors, A-Z|( D )|Dalai, Lama",4.5,76,43767,"Nonfiction",2
72909,"Science Fiction & Fantasy|Authors, A-Z|( L )|LeGuin, Ursula K.|Science Fiction|General",4.5,78,121069,"Science Fiction & Fantasy",1
72981,"Children's Books|Baby-3|Basic Concepts|Colors|Picture Books|Animals|Bears|Fiction|Authors & Illustrators, A-Z|( C )|Carle, Eric|General|Hardcover",5,172,9427,"Children's Books",1
73133,"Books on Tape|Biographies & Memoirs|Professionals & Academics|Military & Spies|History|Military|General|Books on CD|Historical|United States|World War II|Leaders & Notable People",5,417,179325,"Books on Tape",4
73308,"Travel|General|Essays & Travelogues|Categories|Travel Books",4.5,42,318720,"Travel",1
73315,"Biographies & Memoirs|Arts & Literature|Entertainers|General|Specific Groups|Women|Entertainment|Television|Shows",4.5,65,529696,"Biographies & Memoirs",2
73506,"Literature & Fiction|Genre Fiction|Historical|Westerns|General|Mystery & Thrillers|Authors, A-Z|( P )|Parker, Robert B.|Hardcover",3.5,55,317525,"Literature & Fiction",2
73510,"Children's Books|Literature|Classics by Age|General|People & Places|Social Issues|Prejudice & Racism|Fiction|Sports & Activities|Sports|Ages 9-12|Authors & Illustrators, A-Z|( S )|Spinelli, Jerry",4,571,685,"Children's Books",2
73523,"Nonfiction|Social Sciences|Popular Culture|Current Events|Mass Media|Media Studies|Sociology|General",3,40,255577,"Nonfiction",1
73536,"Horror|Dark Fantasy|Science Fiction & Fantasy|Fantasy|General",4.5,34,60601,"Horror",2
73538,"Literature & Fiction|General|Contemporary|Romance|World Literature|United States|African American|Dickey, Eric Jerome",5,258,202721,"Literature & Fiction",2
73540,"Computers & Internet|Hardware|Microprocessors & System Design|General|Programming|Software Design|Software Development|Home & Office|Computer & Internet Books|Internet|Digital Business & Culture|Project Management",4.5,83,3204,"Computers & Internet",1
73569,"Literature & Fiction|Poetry|General|Inspirational & Religious|World Literature|Middle Eastern|Persian",4,52,9604,"Literature & Fiction",1
73587,"Biographies & Memoirs|General|History|Africa|Uganda|Outdoors & Nature|Hunting & Fishing|Hunting",4,39,44879,"Biographies & Memoirs",3
73696,"Science Fiction & Fantasy|Authors, A-Z|( B )|Busiek, Kurt|Science Fiction|General",4.5,46,992200,"Science Fiction & Fantasy",1
73708,"Children's Books|Baby-3|Basic Concepts|Sense & Sensation|Picture Books|Animals|Rabbits|Fiction|Literature|Classics by Age|General",4.5,73,38756,"Children's Books",1
73717,"History|Europe|Bosnia and Herzegovina|Serbia|Military|General|Literature & Fiction|Genre Fiction|War|Nonfiction|Politics",4,40,309742,"History",3
73719,"Health, Mind & Body|Diets & Weight Loss|Food Counters|Reference|Authors, A-Z|Atkins, Robert C.|General|Paperback|Diets|Atkins Diet",3.5,62,4424,"Health, Mind & Body",2
73732,"Biographies & Memoirs|General|Health, Mind & Body|Mental Health|Depression|Psychology & Counseling",4.5,91,5355,"Biographies & Memoirs",2
73811,"Mystery & Thrillers|Thrillers|General|Suspense",3.5,114,113447,"Mystery & Thrillers",1
73815,"Literature & Fiction|World Literature|United States|Classics|Salinger, J.D.|General|Short Stories|Authors, A-Z|( S )",4.5,194,7625,"Literature & Fiction",1
73837,"Literature & Fiction|General|Classics|Genre Fiction|Historical|Authors, A-Z|( M )|Moore, Brian",3.5,37,302921,"Literature & Fiction",1
73851,"Nonfiction|Philosophy|Theism|Religion & Spirituality|Religious Studies|Ethics|Christianity|Theology|General",3,42,294145,"Nonfiction",2
73871,"Children's Books|Science, Nature & How It Works|Health|Diseases|Fiction|Health, Mind & Body|Disorders & Diseases|Cancer|General",5,243,53974,"Children's Books",2
73881,"Health, Mind & Body|Death & Grief|General|Religion & Spirituality|Occult|Spiritualism",4,167,5046,"Health, Mind & Body",2
73978,"Books on Tape|Literature & Fiction|General|World Literature|United States|African American|Morrison, Toni|Contemporary|Literary|Authors, A-Z|( M )",4,447,509417,"Books on Tape",2
74116,"Mystery & Thrillers|Thrillers|Spy Stories & Tales of Intrigue|Suspense|Romance|General|Science Fiction & Fantasy|Fantasy|Science Fiction|Alternate History|Books on Tape",4,236,385022,"Mystery & Thrillers",4
74130,"Literature & Fiction|World Literature|United States|Classics|Hemingway, Ernest|General|Literary|Authors, A-Z|( H )|Paperback",4.5,35,35053,"Literature & Fiction",1
74440,"Literature & Fiction|World Literature|British|Contemporary|General|Literary",4,38,351529,"Literature & Fiction",1
74494,"Science Fiction & Fantasy|Fantasy|Epic|Science Fiction|General|Books on Tape|Authors, A-Z|( J )|Jordan, Robert|Series|Wheel of Time",4,639,324810,"Science Fiction & Fantasy",2
74547,"Literature & Fiction|General|Classics|Literary|Authors, A-Z|( M )|McEwan, Ian|Book Clubs",3,251,5085,"Literature & Fiction",1
74574,"Religion & Spirituality|New Age|General|Sports|Individual Sports|Martial Arts|Taichi|Health, Mind & Body|Personal Health|Stress|Feng Shui|Exercise & Fitness|Tai Chi & Qi Gong",5,76,146440,"Religion & Spirituality",3
74591,"Home & Garden|Gardening & Horticulture|General|Regional|By Plant|Tulips",4,33,513206,"Home & Garden",1
74609,"Literature & Fiction|Genre Fiction|Movie Tie-Ins|Science Fiction & Fantasy|Authors, A-Z|( S )|Salvatore, R.A.|Science Fiction|Adventure|Books on Tape|Fantasy|Series|Media Series|Star Wars|General",4.5,212,673173,"Literature & Fiction",3
74626,"Religion & Spirituality|New Age|Astrology|Horoscopes|General",4,65,6716,"Religion & Spirituality",1
74686,"Medicine|Allied Health Professions|Medical Assistants|Reference|General|Internal Medicine|Science|Medical|Professional & Technical|New & Used Textbooks|Nursing",4.5,36,143382,"Medicine",5
74765,"Children's Books|Animals|Birds|Fiction|People & Places|Family Life|General|Science, Nature & How It Works|Nature|Authors & Illustrators, A-Z|( G )|George, Jean Craighead",4.5,37,16156,"Children's Books",1
74767,"Literature & Fiction|General|Contemporary|Authors, A-Z|( W )|Wouk, Herman",4.5,44,20144,"Literature & Fiction",1
74902,"Literature & Fiction|Genre Fiction|War|Mystery & Thrillers|Thrillers|General|Spy Stories & Tales of Intrigue",3.5,37,136911,"Literature & Fiction",2
74998,"Parenting & Families|Parenting|Babies & Toddlers|Child Development",2.5,331,31686,"Parenting & Families",1
75072,"Business & Investing|General|Industries & Professions|Real Estate|Buying & Selling Homes|Sales",3.5,32,12019,"Business & Investing",1
75124,"Books on Tape|Children's Books|General|Literature|Science Fiction, Fantasy, Mystery & Horror|Mysteries, Espionage, & Detectives|Science Fiction, Fantasy, & Magic|Science Fiction & Fantasy|Authors, A-Z|( C )|Coville, Bruce|Adventure|Fantasy",4.5,43,128030,"Books on Tape",3
75149,"History|Military|United States|General|Nonfiction|Current Events|War & Peace",3,32,526130,"History",2
75184,"Children's Books|Literature|Humorous|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Teens|Science Fiction & Fantasy|Fantasy|Science Fiction|Literature & Fiction|Genre Fiction|Political|Authors, A-Z|( W )|Wynne-Jones, Diana",5,103,412017,"Children's Books",4
75207,"Religion & Spirituality|Religious Studies|Controversial Knowledge|Occult|Unexplained Mysteries|Science|General|History & Philosophy",4.5,322,16582,"Religion & Spirituality",2
75275,"Travel|Specialty Travel|Adventure|General|Categories|Travel Books",4.5,34,894184,"Travel",1
75284,"Computers & Internet|Networking|Networks, Protocols & API's|ISDN|General|Databases",3.5,52,291217,"Computers & Internet",1
75287,"Religion & Spirituality|New Age|General|Occult|Parapsychology|Spiritualism|Authors, A-Z|( B )|Browne, Sylvia",4.5,176,6760,"Religion & Spirituality",1
75306,"Literature & Fiction|General|Classics|Literary|Authors, A-Z|( W )|Wolfe, Thomas|Book Clubs",4,54,20681,"Literature & Fiction",1
75333,"Books on Tape|Literature & Fiction|General|Literary Classics|Unabridged|Classics",4.5,125,1936498,"Books on Tape",2
75364,"Books on Tape|Literature & Fiction|General|Unabridged|Literary|Genre Fiction|Historical",4.5,380,562259,"Books on Tape",2
75366,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Science Fiction & Fantasy|Fantasy|General|Teens|Science Fiction|Series",2.5,32,162273,"Children's Books",3
75375,"Biographies & Memoirs|Arts & Literature|Composers & Musicians|General|Historical|Holocaust|Professionals & Academics|Military & Spies|History|Europe|Poland|Leaders & Notable People|Military|Ethnic & National|Jewish|Memoirs",5,83,88999,"Biographies & Memoirs",2
75402,"Literature & Fiction|General|Classics|Authors, A-Z|( L )|London, Jack|Genre Fiction|Action & Adventure",4,68,1120065,"Literature & Fiction",1
75468,"Literature & Fiction|General|Classics|Science Fiction & Fantasy|Authors, A-Z|( T )|Tolkien, Christopher|Fantasy|Epic|Books on CD|Religion & Spirituality|Tolkien, J.R.R.|Series|Tolkien's Middle Earth|Fiction|Religious",4.5,115,17274,"Literature & Fiction",4
75470,"Health, Mind & Body|Psychology & Counseling|Neuropsychology|Mental Health|Emotions|General",4.5,55,7801,"Health, Mind & Body",1
75477,"Literature & Fiction|General|Contemporary|Science Fiction & Fantasy|Authors, A-Z|( C )|Clarke, Arthur C.|Science Fiction",4.5,87,25614,"Literature & Fiction",2
75480,"Children's Books|Ages 9-12|General|Authors & Illustrators, A-Z|( N )|Naylor, Phyllis Reynolds|Series|School|Alice",4.5,44,46062,"Children's Books",1
75510,"Books on Tape|Literature & Fiction|General|Romance|Authors, A-Z|( R )|Roberts, Nora|Contemporary",4.5,43,1270142,"Books on Tape",3
75539,"History|Ancient|General|Middle East|Egypt|Africa|Europe|Greece",2.5,73,548595,"History",1
75578,"Literature & Fiction|General|Literary|Genre Fiction|Historical",4,87,130611,"Literature & Fiction",1
75600,"Mystery & Thrillers|Mystery|General|Thrillers|Psychological & Suspense|Suspense|Authors, A-Z|( G )|George, Elizabeth|Large Print|Literature & Fiction",3,168,191596,"Mystery & Thrillers",3
75627,"Literature & Fiction|General|Contemporary",4.5,32,108962,"Literature & Fiction",1
75669,"Horror|General|Mystery & Thrillers|Police Procedurals|Thrillers",3.5,81,231137,"Horror",2
75700,"Nonfiction|Current Events|Legal|Government|Legal System|Law|Criminal Law|General|Professional & Technical",3,43,193218,"Nonfiction",3
75703,"Health, Mind & Body|Diets & Weight Loss|Diets|General|Weight Loss|Authors, A-Z|Somers, Suzanne",4,76,29447,"Health, Mind & Body",1
75711,"Romance|General|Authors, A-Z|( L )|Lindsey, Johanna|Paperback|Historical",4.5,50,27561,"Romance",1
75848,"Mystery & Thrillers|Mystery|Women Sleuths|Authors, A-Z|( E )|Evanovich, Janet|General|Paperback|Literature & Fiction|Genre Fiction|Action & Adventure",4,334,1565,"Mystery & Thrillers",2
75849,"Literature & Fiction|General|Contemporary",4.5,64,544811,"Literature & Fiction",1
75915,"Business & Investing|General|Investing|Personal Finance|Financial Planning|Home & Office|Business & Investing Books",4,38,300804,"Business & Investing",1
75958,"Literature & Fiction|General|Classics|Mystery & Thrillers|Mystery|British Detectives|Sherlock Holmes",4.5,35,1108160,"Literature & Fiction",2
76152,"Literature & Fiction|Genre Fiction|Historical|Mystery & Thrillers|General",4,39,184457,"Literature & Fiction",2
76168,"Romance|Authors, A-Z|( A )|Andersen, Susan|General|Contemporary",4,43,43743,"Romance",1
76170,"Science Fiction & Fantasy|Authors, A-Z|( H )|Hobb, Robin|Fantasy|General",4.5,94,7090,"Science Fiction & Fantasy",1
76188,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Teens|Horror|Science Fiction & Fantasy|Fantasy|Science Fiction|Series|Night World|Literature & Fiction|General",5,95,446059,"Children's Books",5
76217,"Nonfiction|Philosophy|Modern|Politics|General",4,39,169914,"Nonfiction",1
76408,"Health, Mind & Body|Personal Health|Women's Health|General|Pregnancy & Childbirth|Medicine|Specialties|Obstetrics & Gynecology|Parenting & Families|Fertility|Professional & Technical|Medical|Surgery",5,701,290410,"Health, Mind & Body",4
76619,"Gay & Lesbian|Literature & Fiction|Fiction|Lesbian|Genre Fiction|Historical",4.5,105,406147,"Gay & Lesbian",2
76638,"Science Fiction & Fantasy|Authors, A-Z|( D )|Duncan, Dave|Fantasy|Epic|General|Series",4,43,703697,"Science Fiction & Fantasy",1
76732,"Mystery & Thrillers|Thrillers|General",4.5,43,124267,"Mystery & Thrillers",1
76742,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|People & Places|Social Situations|Friendship|Fiction|Ages 9-12|General|Authors & Illustrators, A-Z|( T )|Tripp, Wallace",5,34,89706,"Children's Books",1
76795,"Science Fiction & Fantasy|Science Fiction|General",4,61,345771,"Science Fiction & Fantasy",1
76924,"Children's Books|Literature|Humorous|Ages 9-12|General",4.5,35,364776,"Children's Books",1
77001,"Books on Tape|Health, Mind & Body|Psychology|Biographies & Memoirs|Professionals & Academics|Social Scientists & Psychologists|General|Historical",4.5,38,512648,"Books on Tape",3
77006,"Literature & Fiction|Genre Fiction|Historical|Men's Adventure|Mystery & Thrillers|Thrillers|General|Large Print",4,75,1888542,"Literature & Fiction",3
77024,"Literature & Fiction|General|Literary|Authors, A-Z|( T )|Tyler, Anne|Book Clubs|Popular Fiction",4,161,266245,"Literature & Fiction",1
77032,"Biographies & Memoirs|Ethnic & National|African-American & Black|General|Nonfiction|Social Sciences|Sociology|Special Groups|Ethnic Studies",4.5,124,431209,"Biographies & Memoirs",2
77039,"Entertainment|Television|General|Nonfiction|Social Sciences|Sociology|Media Studies",4.5,53,24500,"Entertainment",2
77167,"Children's Books|Animals|Dogs|Fiction|Pets|People & Places|Social Situations|Emotions & Feelings|Friendship|Ages 9-12|General",4.5,518,528,"Children's Books",1
77169,"History|Asia|Japan|Travel|General|Essays & Travelogues|Categories|Travel Books",4,39,147431,"History",2
77231,"History|Asia|Japan|World|General|Military|World War II|Hiroshima & Nagasaki",4,172,2010,"History",1
77305,"Religion & Spirituality|Christianity|Reference|Criticism & Interpretation|General|Hermeneutics|Christian Living|Authors, A-Z|( S )|Spong, John Shelby",3.5,127,3487,"Religion & Spirituality",2
77398,"Literature & Fiction|General|Contemporary|Short Stories|United States",4,71,335518,"Literature & Fiction",1
77450,"Religion & Spirituality|Christianity|Christian Living|General|Protestantism|Self Help|Parenting & Families",5,41,372885,"Religion & Spirituality",2
77453,"Literature & Fiction|General|Contemporary|Literary",4,36,204471,"Literature & Fiction",1
77482,"Biographies & Memoirs|General|Historical|Leaders & Notable People|Presidents & Heads of State|Regional U.S.|South|Religion & Spirituality|Authors, A-Z|( C )|Carter, Jimmy|Family & Childhood|People, A-Z",4.5,55,26489,"Biographies & Memoirs",2
77784,"Literature & Fiction|General|Contemporary|Literary|Book Clubs|Popular Fiction",4.5,198,2642,"Literature & Fiction",1
77878,"Science Fiction & Fantasy|Authors, A-Z|( S )|Smith, Dean Wesley|Science Fiction|Adventure|General|Media|Star Trek",4.5,33,113195,"Science Fiction & Fantasy",1
77967,"Literature & Fiction|General|Literary",4,38,42591,"Literature & Fiction",1
78021,"Religion & Spirituality|Fiction|General",5,67,17772,"Religion & Spirituality",1
78045,"Books on Tape|Literature & Fiction|Poetry, Drama & Short Stories|World Literature|British|Shakespeare|Drama|Playwrights, A-Z|( S )|Shakespeare, William|Poetry|Poets, A-Z|Authors, A-Z|General",4,42,219170,"Books on Tape",2
78123,"Literature & Fiction|General|Contemporary|Authors, A-Z|( V )|Vonnegut Jr., Kurt",5,87,45443,"Literature & Fiction",1
78182,"Horror|General|Authors, A-Z|( K )|King, Stephen",4.5,151,536109,"Horror",1
78194,"Literature & Fiction|Genre Fiction|Family Saga|Short Stories|United States",4.5,116,416790,"Literature & Fiction",1
78277,"Children's Books|People & Places|Family Life|Multigenerational|Fiction|Ages 9-12|General",4.5,114,26593,"Children's Books",1
78293,"History|Military Science|Science|Technology|History of Technology|Science Fiction & Fantasy|Science Fiction|Series|Media Series|Star Wars|Military|Korean War|General",4.5,32,110409,"History",3
78295,"Reference|Education|Book Notes|Literature & Fiction|Authors, A-Z|( L )|Lee, Harper|General|Paperback",4.5,40,94428,"Reference",2
78344,"Literature & Fiction|General|Literary|Science Fiction & Fantasy|Fantasy|Epic|Authors, A-Z|( T )|Tolkien, J.R.R.|Hardcover",5,65,36427,"Literature & Fiction",2
78355,"Parenting & Families|Parenting|General",4,76,703,"Parenting & Families",1
78395,"Books on Tape|Children's Books|General|Literature & Fiction|Poetry, Drama & Short Stories|Biographies & Memoirs|Arts & Literature|Authors|Historical|Specific Groups|Women|Family & Children",3.5,59,1353753,"Books on Tape",4
78431,"Children's Books|Literature|Fairy Tales, Folk Tales & Myths|Stories|Read-Aloud|Literature & Fiction|Authors, A-Z|( S )|Saint-Exupery, Antoine de|Ages 9-12|General|Authors & Illustrators, A-Z|Obsessions|Princesses",4.5,361,101040,"Children's Books",2
78435,"Literature & Fiction|General|Contemporary|Authors, A-Z|( W )|Wolfe, Tom",4.5,137,15924,"Literature & Fiction",1
78477,"Romance|General|Authors, A-Z|( G )|Gabaldon, Diana|Hardcover|Historical",4.5,119,55485,"Romance",1
78488,"Mystery & Thrillers|Mystery|General|Thrillers|Authors, A-Z|( K )|Kellerman, Jonathan|Books on CD|Literature & Fiction|Books on Tape",3.5,43,358775,"Mystery & Thrillers",4
78539,"Literature & Fiction|General|Classics|Science Fiction & Fantasy|Fantasy|Epic|Science Fiction|Authors, A-Z|( H )|Herbert, Frank|Hardcover",4.5,903,51575,"Literature & Fiction",2
78552,"Children's Books|Literature|Humorous|People & Places|Family Life|General|Social Situations|Manners|Fiction|Issues|Social Skills",4.5,125,4408,"Children's Books",1
78639,"Health, Mind & Body|Psychology & Counseling|Counseling|General|Parenting & Families|Parenting|Teenagers|Professional & Technical|Medical|Medicine|Internal Medicine|Psychiatry|Adolescent|Outdoors & Nature|Survival Skills",4,32,25411,"Health, Mind & Body",5
78651,"Literature & Fiction|Genre Fiction|Men's Adventure|Mystery & Thrillers|Thrillers|General|Spy Stories & Tales of Intrigue",4.5,109,62998,"Literature & Fiction",2
78655,"Biographies & Memoirs|Professionals & Academics|Medical|Medicine|Education & Training|General|Professional & Technical|Surgery|General Surgery|Specialties",5,83,35649,"Biographies & Memoirs",3
78662,"Literature & Fiction|General|Classics|Science Fiction & Fantasy|Authors, A-Z|( W )|Wells, H.G.|Science Fiction",4,186,333,"Literature & Fiction",2
78702,"Health, Mind & Body|Reference|Parenting & Families|Aging Parents|Eldercare|Disorders & Diseases|Alzheimer's Disease",4.5,34,435324,"Health, Mind & Body",3
78908,"Health, Mind & Body|Relationships|Interpersonal Relations|Love & Romance|Self-Help|General|Gay & Lesbian|Nonfiction|Social Sciences|Sociology",2,36,456745,"Health, Mind & Body",3
78922,"Religion & Spirituality|New Age|General|Mysticism|Reincarnation",3.5,41,27259,"Religion & Spirituality",1
78928,"Books on Tape|Nonfiction|General|Religion & Spirituality|Christianity|Health, Mind & Body|Self-Help|Happiness|Spirituality|Personal Transformation",4.5,58,197607,"Books on Tape",4
78937,"Literature & Fiction|General|Contemporary|Literary|Genre Fiction|Family Saga|Book Clubs|Popular Fiction",4.5,40,244813,"Literature & Fiction",1
78948,"Children's Books|Literature|Humorous|Poetry|Dr. Seuss|People & Places|Family Life|New Experiences|Social Issues|Social Situations|Self-Esteem & Self-Respect|Fiction|Ages 4-8|General|Popular Characters|Book Characters|Authors & Illustrators, A-Z|( S )|Hardcover",5,140,144,"Children's Books",1
78989,"Health, Mind & Body|Relationships|Interpersonal Relations|Self-Help|General|Parenting & Families|Family Relationships|Dysfunctional Relationships|Parent & Adult Child",4.5,73,1645,"Health, Mind & Body",2
79097,"Literature & Fiction|Short Stories|General|Authors, A-Z|( B )|Barrett, Andrea|Book Clubs|Popular Fiction",4.5,37,94308,"Literature & Fiction",1
79147,"Computers & Internet|Programming|Software Design|Object-Oriented Design|Software Development|UML|General|Home & Office|Computer & Internet Books|Internet|Digital Business & Culture|Project Management",4.5,44,365114,"Computers & Internet",1
79221,"Literature & Fiction|Drama|History|World Literature|British|Shakespeare|Playwrights, A-Z|( S )|Shakespeare, William|Authors, A-Z|General|Paperback",4,90,110729,"Literature & Fiction",2
79270,"History|Americas|United States|General|Military|World|20th Century|World War II|Western Front|Stephen E. Ambrose|Paperback",4,53,136874,"History",1
79450,"Literature & Fiction|General|Classics|Literary|Mystery & Thrillers|Thrillers|Suspense|Romance",4.5,129,23798,"Literature & Fiction",3
79466,"History|World|General|Nonfiction|Social Sciences|Sociology",4,47,122913,"History",2
79484,"Literature & Fiction|Genre Fiction|Historical|Authors, A-Z|( G )|Godwin, Gail",3.5,38,595894,"Literature & Fiction",1
79536,"Literature & Fiction|General|Contemporary|Literary|Authors, A-Z|( W )|Wells, Rebecca|Women's Fiction|Mothers & Children|Friendship",4,1155,136419,"Literature & Fiction",1
79541,"Computers & Internet|Programming|Software Design|Object-Oriented Design|Web Programming|Perl",4.5,43,31648,"Computers & Internet",1
79613,"Computers & Internet|Microsoft|Development|Visual Basic|O'Reilly|Programming|General|Authors, A-Z|Appleman, Dan",4,58,341095,"Computers & Internet",2
79659,"Health, Mind & Body|Psychology & Counseling|General|Mental Illness|Pathologies|Psychotherapy, TA & NLP|Social Psychology & Interactions|Mental Health|Personality Disorders",4.5,46,43068,"Health, Mind & Body",1
79705,"Mystery & Thrillers|Mystery|Women Sleuths|Thrillers|Suspense|Books on CD|Literature & Fiction|General|Authors, A-Z|( C )|Clark, Mary Higgins|Unabridged",4,162,319663,"Mystery & Thrillers",3
79741,"Biographies & Memoirs|Arts & Literature|Composers & Musicians|General|Pop|Entertainment|Music|History & Criticism|Musical Genres|Popular|Pop Culture",3.5,36,574911,"Biographies & Memoirs",2
79790,"Books on Tape|Literature & Fiction|General|Literary Classics|Unabridged|Classics|Authors, A-Z|( W )|Wilder, Thornton",4,72,630650,"Books on Tape",2
79808,"Science Fiction & Fantasy|Science Fiction|General",3.5,35,293001,"Science Fiction & Fantasy",1
79895,"Literature & Fiction|General|Contemporary|Authors, A-Z|( R )|Rice, Anne|Horror|Hardcover",4.5,113,72415,"Literature & Fiction",2
80157,"Books on Tape|Business|Management|Business & Investing|Biographies & Primers|Inspiration|Careers|Guides|Management & Leadership|Small Business & Entrepreneurship|Entrepreneurship|Careers & Business Life|Home & Office|Business & Investing Books",4,102,358761,"Books on Tape",2
80179,"Literature & Fiction|General|Classics|Literary|Romance|Authors, A-Z|( D )|Du Maurier, Daphne|Large Print",4.5,420,293853,"Literature & Fiction",3
80217,"Religion & Spirituality|Christianity|Church History|General|Gnosticism|Authors, A-Z|( P )|Pagels, Elaine",4,134,608,"Religion & Spirituality",1
80239,"Biographies & Memoirs|Arts & Literature|Movie Directors|Entertainment|Movies|General",5,146,138704,"Biographies & Memoirs",2
80320,"Parenting & Families|Parenting|Morals & Responsibility|Religion & Spirituality|Christianity|Christian Living|General|Spirituality|Inspirational|Relationships|Marriage",4,58,30190,"Parenting & Families",2
80392,"Books on Tape|Literature & Fiction|General|Contemporary|Authors, A-Z|( B )|Binchy, Maeve",4.5,117,602608,"Books on Tape",2
80429,"Literature & Fiction|Genre Fiction|Movie Tie-Ins|Science Fiction & Fantasy|Science Fiction|General|Series",4.5,41,610581,"Literature & Fiction",2
80431,"Health, Mind & Body|Diets & Weight Loss|Special Conditions|General|Personal Health|Women's Health|Menopause",4,33,19490,"Health, Mind & Body",1
80527,"Books on Tape|Business|Management|Business & Investing|Marketing & Sales|Advertising|Marketing|General|Product Management|Home & Office|Business & Investing Books",4,49,119406,"Books on Tape",2
80532,"Science Fiction & Fantasy|Authors, A-Z|( J )|Jones, Terry|Science Fiction|General",3,108,50339,"Science Fiction & Fantasy",1
80552,"Religion & Spirituality|Christianity|Fiction & Poetry|Fiction|Biblical|Large Print|Literature & Fiction|Reference|Bible Study|General",4.5,33,385216,"Religion & Spirituality",4
80554,"Children's Books|Literature|Action & Adventure|Science Fiction, Fantasy, Mystery & Horror|Comics & Graphic Novels|Literature & Fiction|General|Contemporary|Science Fiction & Fantasy|Authors, A-Z|( M )|Miller, Frank|Media|Batman|Teens|Adventure & Thrillers|Characters|Publishers|DC Comics|Graphic Novels|Superheroes",3,191,5296,"Children's Books",5
80655,"Science|Physics|Relativity|Professional & Technical|Professional Science",4.5,61,15784,"Science",2
