"from_name","to_name","connected","num_common_genre","from_salesrank","from_rating","from_reviews","to_salesrank","to_rating","to_reviews","from_degree","from_closeness","from_betweenness","from_transitivity","from_eigenvec_centrality","from_pagerank","to_degree","to_closeness","to_betweenness","to_transitivity","to_eigenvec_centrality","to_pagerank","same_community"
84467,112294,1,1,823,4.5,80,149926,3,40,4,9.24237480972261e-07,2.94852471595405e-05,0.166666666666667,3.11191806291765e-09,1.20447945491225e-05,2,9.19781276012564e-07,0,1,2.83610103799451e-09,6.79554365898461e-06,1
84952,140633,1,1,385001,5,64,16275,4.5,827,3,1.10542676105537e-06,0.000466709469927204,0,6.00570876019149e-06,1.03839060423318e-05,2,1.0237415912425e-06,6.21536141863183e-08,0,8.64396979718212e-07,7.80899526905135e-06,1
85070,115582,1,3,151298,3.5,47,524747,4,227,1,0.333333333333333,0,NA,0,8.15683446134283e-06,2,0.5,2.00006000140003e-10,0,0,1.54550547688456e-05,1
85196,107713,1,3,601962,4.5,33,433941,4.5,36,4,1.03070575515172e-06,2.16542829574912e-05,0.5,2.2359950055899e-07,1.14537585833791e-05,6,1.03070787986481e-06,2.8873582868378e-05,0.333333333333333,2.40861516568014e-07,1.69151285040193e-05,1
85259,112940,1,0,3577,4,232,297215,3.5,57,5,9.62882794054777e-07,1.26091465586541e-05,0.3,1.92532046591349e-08,1.56533904154235e-05,3,1.02518573802609e-06,2.15232735407821e-05,0,1.10551957194545e-07,1.04022768259367e-05,1
85313,105357,1,1,742757,4.5,167,18164,4.5,72,2,0.25,4.00012000280006e-10,0,0,1.37478687320086e-05,2,0.25,4.00012000280006e-10,0,0,1.37478687319982e-05,1
85313,115424,1,1,742757,4.5,167,10932,4,33,2,0.25,4.00012000280006e-10,0,0,1.37478687320086e-05,1,0.166666666666667,0,NA,0,7.43128039567752e-06,1
85390,107068,1,3,251011,4,345,1099273,4,41,7,1.15707126749058e-06,7.10651334749979e-05,0.285714285714286,3.05829603907134e-06,1.74209786567572e-05,4,1.15886269215392e-06,3.02908733136132e-07,0.833333333333333,3.75801945063778e-06,9.86765717097756e-06,1
85527,86514,1,2,525144,3.5,100,339000,4.5,90,3,1.01149053244862e-06,2.11503779248736e-05,0.333333333333333,4.00654236903526e-08,1.02635742021138e-05,3,9.7230014127521e-07,1.32519934372659e-06,0.666666666666667,7.3862874871542e-09,1.043106509028e-05,1
85563,177754,1,0,77685,3.5,80,37712,3,145,6,1.03000719975033e-06,7.49035387980207e-05,0.133333333333333,4.07637851427534e-08,1.7620737570857e-05,4,9.86930084885857e-07,1.49642693056815e-05,0.5,2.93871826463975e-08,1.14819651829479e-05,1
85565,192157,1,2,504500,4.5,49,178309,4,123,3,1.20046145738422e-06,9.99496219524146e-05,0,1.06497556105644e-05,1.18008899607702e-05,1,1.10473311857321e-06,0,NA,7.68540249944986e-07,4.93202167346318e-06,1
85805,183023,1,2,191434,4,188,145038,4,238,2,9.80982669960152e-07,1.44370331081058e-05,0,1.98672741174723e-08,1.07954410639307e-05,1,9.1611249494993e-07,0,NA,1.43372284276551e-09,6.1764986367481e-06,1
86023,154747,1,3,8119,4.5,74,376768,4.5,147,4,9.21848453645311e-07,9.87491308652374e-05,0,1.05712005590536e-09,1.43788054016799e-05,4,9.26680140595911e-07,6.27214289200371e-05,0,5.58320291586954e-10,1.37705722933361e-05,1
86228,109268,1,1,539571,5,40,338876,4,365,4,0.166666666666667,9.00027000630014e-10,0.333333333333333,0,1.74606725632737e-05,1,0.1,0,NA,6.21670066723875e-17,5.29882910427216e-06,1
86492,86496,1,1,346383,5,34,978286,4,73,5,8.63403519405426e-07,0.000146819743088024,0,4.42361317125836e-11,1.76586857589868e-05,8,8.63648847287884e-07,0.000131562528191906,0.107142857142857,1.53878852308011e-11,2.62579327705816e-05,1
86496,119453,1,1,978286,4,73,900,5,97,8,8.63648847287884e-07,0.000131562528191906,0.107142857142857,1.53878852308011e-11,2.62579327705816e-05,3,9.0561335381227e-07,0.00012810114786391,0,1.58718738393139e-10,1.01751038966812e-05,1
86496,196976,1,1,978286,4,73,544486,3.5,39,8,8.63648847287884e-07,0.000131562528191906,0.107142857142857,1.53878852308011e-11,2.62579327705816e-05,1,8.12967812165413e-07,0,NA,1.1110144110897e-12,4.37834154145303e-06,1
86886,147895,1,2,2187900,4.5,56,885,5,89,4,0.25,3.00009000210004e-10,0.5,0,1.47122333634943e-05,2,0.166666666666667,0,1,1.09382705813285e-16,7.84113536405445e-06,1
87046,141582,1,3,250220,4.5,90,239233,3.5,52,2,6.57982612151491e-07,1.44370331081058e-05,0,0,1.09679737401055e-05,3,6.90790927980901e-07,2.88738662102115e-05,0,1.09595815796861e-15,1.43547751236284e-05,1
87172,169956,1,1,35656,4.5,75,273699,4,102,4,9.95383411736367e-07,3.60918827492641e-05,0.333333333333333,3.11242242397675e-08,1.51913425998114e-05,2,9.28661177040895e-07,1.44370331081058e-05,0,2.25783954374773e-09,9.65443012748375e-06,1
87311,238788,1,1,768968,2.5,38,117155,4.5,76,3,8.22260228917248e-07,0,1,2.47328344403574e-12,9.46352635239489e-06,3,8.22260228917248e-07,0,1,2.47328337871621e-12,9.46352635238499e-06,1
87434,104347,1,1,50445,4.5,68,284418,4,39,6,1.17026405838213e-06,0.000192291619742382,0.4,6.34762226577054e-06,1.60540962306622e-05,4,1.27539795604724e-06,0.000319507248325864,0,8.51117925189066e-05,1.0888756470942e-05,0
87466,97241,1,1,16811,4.5,73,14910,4.5,51,6,1.07141632667055e-06,0.000156256083851503,0.133333333333333,1.36043096864627e-07,1.61204790934419e-05,3,9.94604271825348e-07,1.19768933973884e-07,0.333333333333333,1.17022365589525e-08,8.25529123746176e-06,1
88031,106977,1,2,10076,3.5,485,786991,4.5,903,13,1.17396245198494e-06,0.000697400798114359,0.128205128205128,3.16891636209347e-06,3.38746741874334e-05,6,1.08339310051938e-06,6.28373640678833e-08,0.666666666666667,3.49328412661731e-07,1.50348715093531e-05,1
88171,149793,1,1,249799,4,47,31499,4.5,52,6,8.7812425633852e-07,0.000155260750612927,0.133333333333333,1.27453700431225e-09,1.66583362897291e-05,4,8.25808838466836e-07,0.000121839120977327,0.5,9.38867090769295e-11,1.08297283136268e-05,1
88503,88880,1,1,187216,4.5,93,6511,4.5,125,2,1.04964616427802e-06,3.57373689711398e-05,0,3.13173795695905e-07,7.1106845633335e-06,3,9.75733507664387e-07,2.88741662192117e-05,0,3.28855392516966e-08,1.12184853682532e-05,1
88504,107907,1,1,612364,3.5,77,47350,4.5,86,3,1.08014573326233e-06,6.22189267402464e-06,0.666666666666667,4.79745497191522e-07,8.79955716935008e-06,4,1.0164667615369e-06,7.60984629921322e-06,0.333333333333333,1.40139513425979e-07,1.19429194174431e-05,1
88529,112154,1,1,123083,4.5,43,1579798,2.5,101,5,1.1843948867304e-06,2.910977793128e-06,0.7,2.01668092644573e-05,1.16157371507078e-05,3,1.1397375184495e-06,0,1,5.05819985889355e-06,7.51436255559579e-06,1
88616,110111,1,3,11373,5,65,635378,4.5,35,16,1.04341003092667e-06,0.000159149328357896,0.0583333333333333,3.62320118990744e-06,4.2887028955604e-05,3,9.72952882810744e-07,1.32501564776108e-05,0.333333333333333,2.83327714654026e-07,1.00087852932979e-05,1
88616,139640,1,1,11373,5,65,100240,3.5,87,16,1.04341003092667e-06,0.000159149328357896,0.0583333333333333,3.62320118990744e-06,4.2887028955604e-05,5,1.01436647234786e-06,5.57308267784058e-06,0.2,5.67602261841455e-07,1.34907074367258e-05,1
88616,158181,1,0,11373,5,65,411846,4.5,313,16,1.04341003092667e-06,0.000159149328357896,0.0583333333333333,3.62320118990744e-06,4.2887028955604e-05,1,9.70328329997021e-07,0,NA,2.61468531195039e-07,3.86680959784622e-06,1
88616,211053,1,2,11373,5,65,59818,4.5,56,16,1.04341003092667e-06,0.000159149328357896,0.0583333333333333,3.62320118990744e-06,4.2887028955604e-05,5,1.06807709807725e-06,7.24283074824047e-06,0.8,3.91309652905555e-06,1.22284619040295e-05,1
88680,110666,1,1,12552,4.5,37,78901,3.5,39,4,9.4954948624625e-07,2.00006000140003e-10,0.666666666666667,8.40151164339528e-10,1.17082838777464e-05,3,9.4954858460288e-07,0,1,7.90767689881334e-10,8.94020101921533e-06,1
88787,131863,1,1,263821,4.5,381,1047421,4.5,450,10,1.09859325134166e-06,0.000301718740161931,0.333333333333333,1.14137375350633e-05,2.06809984424171e-05,5,1.03412402456251e-06,1.0929281532795e-07,0.9,2.1286212805447e-06,1.05205338230138e-05,1
88880,107907,1,1,6511,4.5,125,47350,4.5,86,3,9.75733507664387e-07,2.88741662192117e-05,0,3.28855392516966e-08,1.12184853682532e-05,4,1.0164667615369e-06,7.60984629921322e-06,0.333333333333333,1.40139513425979e-07,1.19429194174431e-05,1
89363,92038,1,1,854216,4.5,98,7027,4.5,118,6,7.4009439163871e-07,0.000101052731561736,0.133333333333333,3.85237953992269e-14,2.1236937857062e-05,4,7.02564924024629e-07,2.88738662102115e-05,0.166666666666667,5.40577923316722e-15,1.59972188094071e-05,1
89688,91279,1,1,51523,4.5,33,12000,4,1141,3,8.47993731630336e-07,1.44377831306064e-05,0,8.07148447766032e-10,1.16638553933553e-05,4,9.03270562051075e-07,4.27976855323196e-05,0,3.66855605897889e-09,1.45456078038967e-05,1
90020,90022,1,1,71522,4.5,176,470195,4.5,75,3,1.01831645813243e-06,6.94493588760986e-06,0.333333333333333,3.48291320916835e-08,1.00606708045976e-05,2,1.08087892750869e-06,1.35472874878142e-05,0,3.78386678582102e-07,7.7082076648813e-06,1
90146,138401,1,1,324994,3.5,163,31639,3,635,3,1.04387184594122e-06,0,1,3.16267954761165e-07,8.89308679339556e-06,5,1.10482954137421e-06,4.20215814237997e-05,0.3,3.12897038682226e-06,1.44625567993283e-05,1
90166,196547,1,4,392427,4,96,127266,4,82,2,0.25,4.00012000280006e-10,0,0,1.37478687320086e-05,1,0.166666666666667,0,NA,0,7.43128039567752e-06,1
90259,97377,1,1,12581,4.5,111,5066,4.5,87,2,9.09124794651437e-07,5.54250241282753e-05,0,1.104146414898e-09,8.93546096928507e-06,2,8.6128193202763e-07,4.31733412924584e-05,0,8.01181572320365e-11,9.26272728497513e-06,1
90301,90302,1,1,174535,3.5,410,433706,4,64,6,8.95879135154118e-07,1.1883947300895e-05,0.4,8.99822071496501e-10,1.76665453365025e-05,3,8.94427982000531e-07,0,1,7.91067734966608e-10,8.99008120501967e-06,1
91108,91111,1,0,259896,4.5,33,224439,4.5,39,5,8.82847075878058e-07,4.42591610992544e-05,0.5,1.11080230591093e-10,1.35897426660747e-05,11,8.82861105642277e-07,0.000316587704234332,0.181818181818182,1.14918623340061e-10,3.04103819520397e-05,1
91158,91159,1,1,347636,5,5039,67881,4.5,33,8,1.0010240476007e-06,0.00021659183603878,0.107142857142857,2.16933869426327e-08,2.55792992390127e-05,3,9.96535047639358e-07,1.65702230441033e-08,0.666666666666667,2.05939223113733e-08,9.78127932338294e-06,1
91158,220939,1,1,347636,5,5039,10474,5,35,8,1.0010240476007e-06,0.00021659183603878,0.107142857142857,2.16933869426327e-08,2.55792992390127e-05,2,9.33569962199752e-07,4.1078939883094e-06,0,1.59325850740455e-09,7.3091804979614e-06,1
91241,237684,1,0,138192,3.5,51,109837,3.5,36,7,1.00473228908157e-06,0.000135307264395213,0.333333333333333,7.81075838716877e-08,2.03825121208708e-05,5,1.08323466870893e-06,0.000139780795998038,0.5,4.81527598490841e-07,1.4671673261499e-05,1
91617,238915,1,0,423043,4.5,48,101272,3.5,455,6,9.90288243198948e-07,4.33104659719837e-05,0.333333333333333,8.65243216708463e-08,1.79169551079462e-05,4,9.24229793101919e-07,4.33101326286502e-05,0.166666666666667,1.1603479872911e-08,1.30390373969137e-05,1
91624,97309,1,1,1202330,4.5,33,130107,4,45,4,0.0238095238095238,0,1,4.32309074367393e-16,1.09186443862166e-05,4,0.0238095238095238,0,1,4.33198119028816e-16,1.09186443862087e-05,1
91655,166536,1,1,141763,4.5,42,129854,5,35,11,9.057076792237e-07,0.000400197511116088,0,5.59612181318173e-11,4.15760844364022e-05,2,9.08104377517152e-07,9.90985744955661e-05,0,3.58567552172468e-10,7.72464776587522e-06,1
91782,160320,1,2,405668,2.5,74,181864,4.5,39,6,9.9320548130241e-07,9.96619470933253e-05,0.0666666666666667,4.38279318972816e-09,2.20477940657104e-05,1,9.26763445484067e-07,0,NA,3.1628485179545e-10,4.71187367722032e-06,1
91797,95900,1,1,728812,4,299,486420,5,100,2,0.166666666666667,0,1,1.51054279473853e-17,7.89234523774638e-06,3,0.2,1.00003000070001e-10,0.666666666666667,0,1.12465919637794e-05,1
92235,95757,1,2,357714,4,1133,1581,4.5,393,3,0.2,2.00006000140003e-10,0.666666666666667,0,1.27116779470394e-05,3,0.2,2.00006000140003e-10,0.666666666666667,0,1.27116779470297e-05,1
92623,142289,1,3,48411,4,215,703535,4.5,209,4,8.10837984840573e-07,7.21823654565272e-05,0.166666666666667,2.93639119122404e-11,1.55776653016381e-05,2,7.66005297692639e-07,0,1,2.28373659658801e-12,8.51946097595267e-06,1
92715,101985,1,1,262827,4.5,46,1209706,4,1155,2,0.0357142857142857,6.63353233797677e-10,0,4.24552954071494e-16,6.33704282278311e-06,10,0.0555555555555556,9.72695847347548e-09,0.244444444444444,1.95034459520277e-17,2.49424079069133e-05,1
92849,121382,1,2,8024,3.5,116,8118,4,300,6,1.13823914404416e-06,7.24212590376015e-05,0.333333333333333,9.55933133888787e-06,1.82518268793308e-05,5,1.13768101927118e-06,3.48244426741162e-05,0.4,9.54426459501464e-06,1.61809461697343e-05,1
93036,98998,1,3,393142,3,46,21613,4.5,49,2,9.04733384119034e-07,0,1,4.9444960628978e-10,7.43160643686089e-06,2,9.04733384119034e-07,0,1,4.94449606431924e-10,7.4316064368579e-06,1
93050,103262,1,3,129262,3,245,685414,4.5,84,2,0.166666666666667,6.00018000420009e-10,0,0,1.12566578684207e-05,3,0.2,8.00024000560012e-10,0.333333333333333,0,1.50055880187971e-05,1
93050,135765,1,1,129262,3,245,110944,4.5,333,2,0.166666666666667,6.00018000420009e-10,0,0,1.12566578684207e-05,1,0.111111111111111,0,NA,0,6.37251577865158e-06,1
93187,178529,1,2,401698,4,267,229596,4.5,332,11,8.04601677916339e-07,0.000185494872455521,0.0909090909090909,1.36483392680102e-12,3.50318246742152e-05,3,7.9251108723011e-07,4.23098912075573e-05,0,4.05178227345684e-12,1.04520904620831e-05,1
93226,136458,1,1,363762,4.5,258,721224,2.5,87,8,1.00825559682682e-06,0.000202254491311316,0.214285714285714,9.04546695361896e-09,2.05308250471985e-05,3,9.6022277168303e-07,0,1,3.81827530747649e-09,8.39864557174923e-06,1
93475,102507,1,1,4434,4,162,149419,4.5,219,4,6.81412896011622e-07,4.33098992883167e-05,0.5,5.4490501621309e-16,1.40166009317204e-05,3,6.49468734575118e-07,0,1,2.96994514189003e-17,1.05391474212952e-05,1
93547,93548,1,1,177769,4.5,33,35966,4,51,2,8.46174024149807e-07,0,1,3.09438408158524e-11,7.24782275815409e-06,4,8.60451909342787e-07,3.95704006200348e-06,0.5,1.14144539612292e-10,1.33312720709821e-05,1
93548,98300,1,1,35966,4,51,2110,4,275,4,8.60451909342787e-07,3.95704006200348e-06,0.5,1.14144539612292e-10,1.33312720709821e-05,4,8.91953243810959e-07,4.75276822194601e-05,0.333333333333333,1.14524610310939e-09,1.30673405765555e-05,1
94038,98355,1,1,37133,4.5,40,45518,3.5,44,3,8.90700375519278e-07,4.40367669301253e-06,0,1.90538083231891e-10,1.05224756763129e-05,3,9.2944404375079e-07,3.70493607375869e-05,0,1.26429024725908e-09,1.19521115440966e-05,1
94038,159559,1,1,37133,4.5,40,555124,4,184,3,8.90700375519278e-07,4.40367669301253e-06,0,1.90538083231891e-10,1.05224756763129e-05,4,9.26620891594622e-07,6.29508008510906e-06,0.333333333333333,7.08560385285459e-10,1.28799335633074e-05,1
94117,125429,1,2,312460,4,54,429831,4,356,6,8.88602166589803e-07,7.21826654655274e-05,0.133333333333333,2.08985041933929e-09,2.3840660477787e-05,2,8.35041689456346e-07,0,1,1.63399917233691e-10,8.39454352559549e-06,1
94352,182616,1,1,48268,4,34,12521,3.5,72,6,1.16669913979272e-06,4.81867808985627e-05,0.4,5.64007172382536e-06,1.58881923647427e-05,6,1.13462044676815e-06,7.99869449693116e-05,0.2,3.67638902526056e-06,1.57057932994382e-05,1
94352,186598,1,1,48268,4,34,1579497,4,76,6,1.16669913979272e-06,4.81867808985627e-05,0.4,5.64007172382536e-06,1.58881923647427e-05,5,1.12628847401427e-06,4.01915901955994e-05,0.4,1.42904810539058e-06,1.3093966572089e-05,1
94427,98377,1,1,200776,3.5,36,459666,4,52,2,1.16674678327912e-06,1.44370331081058e-05,0,3.95264492631524e-05,1.00168772079716e-05,1,1.07611698252494e-06,0,NA,2.85242857299536e-06,5.84560899796611e-06,1
94436,112940,1,1,9007,4,41,297215,3.5,57,3,9.56147261976701e-07,6.0254289056888e-06,0,1.66068482494745e-08,1.0209324957738e-05,3,1.02518573802609e-06,2.15232735407821e-05,0,1.10551957194545e-07,1.04022768259367e-05,1
94479,101383,1,0,490987,4.5,70,1526726,4.5,97,7,8.749947500315e-07,3.325731979047e-05,0.285714285714286,2.83451810928161e-10,1.82507049637228e-05,1,8.23013430756176e-07,0,NA,2.04554829953402e-11,3.80459321588895e-06,1
94508,131209,1,1,43914,4,94,449390,4.5,376,10,1.26354999425085e-06,0.000602985995016769,0.0888888888888889,0.000448642027657851,2.89093708728477e-05,2,1.15794081069752e-06,1.44370331081058e-05,0,3.25457704652103e-05,8.44759838068571e-06,1
94825,134794,1,1,94607,4.5,64,476928,4,43,10,1.01316711989009e-06,0.000398895002557314,0.111111111111111,1.96676658615346e-08,2.81517064467339e-05,3,9.47105125827652e-07,4.68249888653873e-06,0.666666666666667,1.67696267585502e-09,9.49109765773252e-06,1
94903,148406,1,1,124954,3.5,305,476075,4.5,82,2,8.10953056360427e-07,0,1,8.15708716576577e-13,9.4258027613808e-06,2,8.10953056360427e-07,0,1,8.15708649115178e-13,9.42580276137665e-06,1
95005,118519,1,0,880073,4.5,765,2736,3.5,102,4,9.66055700839599e-07,1.150863385472e-05,0.333333333333333,2.31812795953207e-08,1.14061072561478e-05,4,1.02762777266818e-06,2.94956534533294e-05,0.5,2.23024319647517e-07,1.11523461569161e-05,1
95025,147799,1,2,235102,3,52,110726,4.5,261,4,1.17313199259988e-06,0.000110536466817372,0.166666666666667,2.76831420755749e-06,1.30044913526528e-05,2,1.08156047545398e-06,8.66161984686308e-05,0,2.00838143703754e-07,8.49378576193158e-06,1
95308,95309,1,1,431215,3.5,39,634,4.5,58,3,8.98575936855272e-07,3.253752781876e-06,0.666666666666667,3.20608531271824e-10,8.82674635809959e-06,3,8.98575936855272e-07,3.253752781876e-06,0.666666666666667,3.20608531165732e-10,8.8267463580957e-06,1
95554,203333,1,1,225384,3.5,102,6714,4.5,107,6,1.00931904272145e-06,2.31003263385174e-05,0.266666666666667,3.65878453632655e-07,1.76102810983786e-05,4,1.08860718154158e-06,1.25100586325971e-05,0.666666666666667,1.68104867242082e-06,1.11923036073959e-05,1
95600,95598,1,1,1322263,4.5,197,330700,3.5,53,3,9.09482813503273e-07,8.66161984686308e-05,0.333333333333333,4.61831941369808e-11,9.93502344799395e-06,2,8.5345786990571e-07,0,1,3.59322945124571e-12,7.31900213131187e-06,1
95656,104114,1,1,116215,3.5,406,517694,3.5,38,5,1.12633414279214e-06,2.89035804349657e-05,0,1.22953953069548e-05,1.44510452294296e-05,2,1.22507583219401e-06,1.426787428382e-05,0,4.73426042747249e-05,6.02366816721267e-06,1
95688,95689,1,1,41796,4,73,9732,5,67,3,9.0525591584741e-07,4.33098992883167e-05,0.333333333333333,4.75715133740397e-10,1.09875063700543e-05,2,8.49732461734423e-07,0,1,3.70139660652964e-11,8.2722940079776e-06,1
95688,97359,1,2,41796,4,73,45493,4.5,170,3,9.0525591584741e-07,4.33098992883167e-05,0.333333333333333,4.75715133740397e-10,1.09875063700543e-05,3,8.49733183780293e-07,1.44370331081058e-05,0.333333333333333,3.71941015088039e-11,1.26025800654713e-05,1
95689,97359,1,1,9732,5,67,45493,4.5,170,2,8.49732461734423e-07,0,1,3.70139660652964e-11,8.2722940079776e-06,3,8.49733183780293e-07,1.44370331081058e-05,0.333333333333333,3.71941015088039e-11,1.26025800654713e-05,1
95761,142081,1,4,532550,4.5,97,46146,4,45,2,0.125,3.00009000210004e-10,0,0,1.03668981242501e-05,2,0.1,1.00003000070001e-10,0,0,1.04002995901843e-05,1
95941,101210,1,1,165783,4.5,146,134120,4.5,80,1,0.2,0,NA,0,7.34592109383102e-06,3,0.333333333333333,6.00018000420009e-10,0,0,2.03205349738526e-05,1
96071,96072,1,1,480139,3.5,76,82132,4,67,4,8.16944741040771e-07,6.66686667133343e-11,0.833333333333333,3.02668628801917e-11,1.12387617858756e-05,3,8.16944073642607e-07,0,1,2.83583696336845e-11,8.69808425449133e-06,1
96071,108626,1,1,480139,3.5,76,241460,4.5,62,4,8.16944741040771e-07,6.66686667133343e-11,0.833333333333333,3.02668628801917e-11,1.12387617858756e-05,3,8.16944073642607e-07,0,1,2.83583698365461e-11,8.69808425449133e-06,1
96240,130446,1,1,710,4.5,40,193032,3.5,46,5,1.2846419767043e-06,0.0010328098702289,0.1,3.10071358873324e-05,1.43642742627304e-05,3,1.18177886081245e-06,0.000958453855581322,0,2.26297147677487e-06,8.85811271230345e-06,1
96365,96366,1,1,2207,3.5,204,308901,4.5,40,6,8.96705772005384e-07,0.00014898638269988,0.133333333333333,1.01056255082451e-10,1.88422033871483e-05,3,8.42208810514809e-07,3.72147255674114e-06,0.666666666666667,8.54593474384382e-12,1.02386615913473e-05,1
96365,146685,1,1,2207,3.5,204,1367,4.5,63,6,8.96705772005384e-07,0.00014898638269988,0.133333333333333,1.01056255082451e-10,1.88422033871483e-05,4,9.50646249320288e-07,0.000124817862008663,0.166666666666667,9.08193997414809e-10,1.23149652172219e-05,1
96510,109385,1,1,516388,4,51,264472,4,43,6,1.14288587827351e-06,0.000438668532616035,0.2,1.22449700297487e-06,1.72521771332406e-05,2,1.05578782887791e-06,0,1,9.80925346753781e-08,6.63767171423794e-06,1
96527,115013,1,0,185768,5,34,417796,4.5,121,5,8.82847075878058e-07,4.58915377232242e-05,0.5,8.25836590139037e-11,1.31803110890792e-05,3,9.04682637330824e-07,6.22289946664774e-05,0,5.0024299126122e-10,9.08110511894538e-06,0
96570,103329,1,1,64624,4,47,36721,3.5,43,4,9.12953532491103e-07,2.16543329589912e-05,0.5,6.9805531788642e-10,1.25750172383708e-05,3,8.56513442121961e-07,6.33352333776676e-10,0.333333333333333,6.55261108892898e-11,9.86724864233599e-06,1
96851,96852,1,1,69265,4,81,686522,4,41,1,0.333333333333333,0,NA,0,8.15683446134283e-06,2,0.5,2.00006000140003e-10,0,0,1.54550547688456e-05,1
96998,97001,1,10,613782,4.5,89,87072,4,90,3,9.86718765417481e-07,0.000173220196571253,0,1.23862742549189e-08,1.12146813085543e-05,3,9.21130079226398e-07,0.000144352330541046,0.333333333333333,9.0416048314436e-10,1.0769493867868e-05,1
97265,119452,1,2,55966,4.5,99,52612,5,44,5,9.65764610328466e-07,0.000288215056853181,0,2.1588717407438e-09,1.57251322128865e-05,4,1.03378726932329e-06,0.000352072866880519,0,2.91915742280014e-08,1.25198803892261e-05,1
97265,119453,1,1,55966,4.5,99,900,5,97,5,9.65764610328466e-07,0.000288215056853181,0,2.1588717407438e-09,1.57251322128865e-05,3,9.0561335381227e-07,0.00012810114786391,0,1.58718738393139e-10,1.01751038966812e-05,1
97306,97307,1,0,115796,4.5,45,771730,4.5,183,4,1.10426954777953e-06,0.000149343165047586,0,1.75092392581143e-06,1.44310865671987e-05,1,1.02274691411687e-06,0,NA,1.26355529807031e-07,4.65504208010849e-06,1
97383,125584,1,1,132018,4,48,814622,4.5,62,5,6.31432720843594e-07,5.33349333706675e-10,0.6,5.39254991856055e-16,1.4200749200891e-05,4,6.31432322136565e-07,1.33337333426669e-10,0.833333333333333,8.44560276041428e-16,1.14480587737164e-05,1
97436,156236,1,2,320095,4,36,27409,5,270,4,1.01230968577907e-06,4.3310299300317e-05,0.166666666666667,1.5187763238943e-06,1.45459836186011e-05,2,9.43376646899781e-07,0,1,1.18127243704465e-07,8.13818731048432e-06,1
97555,172062,1,1,3237,5,601,304773,5,81,4,8.49124934298958e-07,0.000100003856896444,0,5.63893412905934e-12,1.29992683358145e-05,4,8.00089610036324e-07,3.04358664587841e-05,0.166666666666667,4.52127073762636e-13,1.43349830583098e-05,1
98247,117012,1,0,87018,4,37,501758,4.5,82,2,7.22522992487928e-07,7.19732829557158e-07,0,3.43580248115336e-13,6.95922396963059e-06,5,7.54271818443756e-07,9.41019640464729e-06,0.2,3.56602749013132e-12,1.56137604892599e-05,1
98269,142417,1,1,872071,3.5,117,4097,4.5,60,2,1.14342951100094e-06,5.06364692376201e-05,0,2.05728637739462e-06,7.45074858593217e-06,3,1.2374552969274e-06,0.000168884826282896,0,2.82421837033568e-05,9.52466954158985e-06,1
98285,188971,1,1,31396,4,46,611910,4.5,42,4,7.72073782458947e-07,7.21801653905257e-06,0.666666666666667,1.93689318918643e-13,1.07259698144432e-05,3,7.31320252451751e-07,0,1,5.49151003750883e-14,8.36937890222293e-06,1
98317,105055,1,1,125429,4,65,103874,4.5,50,3,1.17207874024977e-06,5.8182988158263e-06,0.666666666666667,2.23687924545512e-06,9.35521415131978e-06,4,1.17208011401995e-06,1.20512890630947e-05,0.333333333333333,2.72453503439462e-06,1.22638150218746e-05,1
98343,112702,1,2,698549,3.5,125,150154,4.5,52,6,8.98660725920161e-07,0.000354781713800165,0.133333333333333,7.75090440229718e-10,2.09145419353164e-05,2,8.43924586898915e-07,0,1,6.07099174452103e-11,7.67923335200614e-06,1
98343,212797,1,1,698549,3.5,125,1063796,4.5,54,6,8.98660725920161e-07,0.000354781713800165,0.133333333333333,7.75090440229718e-10,2.09145419353164e-05,2,8.43931709046104e-07,0.000144352330541046,0,5.62368569909701e-11,7.39064158086593e-06,1
98355,104380,1,1,45518,3.5,44,189621,4,41,3,9.2944404375079e-07,3.70493607375869e-05,0,1.26429024725908e-09,1.19521115440966e-05,2,9.94402508280887e-07,4.88467053761869e-05,0,1.72371809034247e-08,7.46792172148173e-06,1
98501,238106,1,1,717146,4,211,111799,4.5,62,5,0.2,1.30003900091002e-09,0.3,0,1.89011966016147e-05,2,0.125,0,1,1.2784742655675e-16,8.11693193692864e-06,1
98511,147554,1,4,308944,2.5,486,1293359,5,192,8,7.29635153237975e-07,9.38354317108509e-05,0.25,2.68760881662789e-13,2.25870754273536e-05,5,7.7018757918491e-07,9.38253314078438e-05,0.4,1.51241558587873e-12,1.39325967775544e-05,1
98520,130894,1,0,40700,3.5,34,892230,5,68,4,8.54857943981159e-07,4.8124443723776e-06,0.5,7.17642034184229e-11,1.19472289987032e-05,5,9.11073736841818e-07,3.84967548950078e-05,0.5,7.53011030854833e-10,1.43396671475897e-05,1
98637,98639,1,2,90633,4,166,123153,4,196,4,7.30964763843559e-07,2.88736662042114e-05,0.5,3.25139591226821e-14,1.3219716753326e-05,4,7.67398457836059e-07,5.37781116087954e-05,0.5,3.24133498865868e-13,1.20532063160843e-05,1
98637,98640,1,1,90633,4,166,261970,3,41,4,7.30964763843559e-07,2.88736662042114e-05,0.5,3.25139591226821e-14,1.3219716753326e-05,2,6.94330651365471e-07,1.44370331081058e-05,0,1.9777406533096e-15,8.99850763452088e-06,1
