"from_name","to_name","connected","num_common_genre","from_salesrank","from_rating","from_reviews","to_salesrank","to_rating","to_reviews","from_degree","from_closeness","from_betweenness","from_transitivity","from_eigenvec_centrality","pagerank.x","to_degree","to_closeness","to_betweenness","to_transitivity","to_eigenvec_centrality","pagerank.y","same_community"
16121,16126,1,1,598037,3,154,384020,4,45,5,1.03330123210839e-06,4.25716530669454e-05,0.3,1.47288293989356e-07,1.51258680672659e-05,7,8.69702857321767e-07,4.5075434983542e-05,0.238095238095238,9.60035833781446e-11,2.00896805188653e-05,1
16121,17382,1,1,598037,3,154,96285,2.5,122,5,1.03330123210839e-06,4.25716530669454e-05,0.3,1.47288293989356e-07,1.51258680672659e-05,5,1.07618646867705e-06,7.40973607798723e-05,0.2,1.84307721019123e-07,1.4216979831339e-05,0
16121,18208,1,1,598037,3,154,15805,4.5,484,5,1.03330123210839e-06,4.25716530669454e-05,0.3,1.47288293989356e-07,1.51258680672659e-05,2,8.21349839179701e-07,0,1,2.49985029190583e-11,7.56555207061246e-06,0
16121,36024,1,1,598037,3,154,678373,4.5,180,5,1.03330123210839e-06,4.25716530669454e-05,0.3,1.47288293989356e-07,1.51258680672659e-05,3,1.14412417866186e-06,0.000119424033536847,0.333333333333333,2.36953168428875e-06,9.40569215566871e-06,0
16121,80914,1,2,598037,3,154,1588127,4,100,5,1.03330123210839e-06,4.25716530669454e-05,0.3,1.47288293989356e-07,1.51258680672659e-05,2,0.0476190476190476,1.60004800112002e-09,0,3.05447737483556e-16,1.01480446303954e-05,0
16121,89823,1,1,598037,3,154,389790,4.5,212,5,1.03330123210839e-06,4.25716530669454e-05,0.3,1.47288293989356e-07,1.51258680672659e-05,4,1.47751517408084e-06,0.000377256713848405,0,0.0111794810577574,1.11156615676516e-05,0
16121,244482,1,1,598037,3,154,3847,4,114,5,1.03330123210839e-06,4.25716530669454e-05,0.3,1.47288293989356e-07,1.51258680672659e-05,1,8.7423133210125e-07,0,NA,1.35809487164412e-10,5.3262936649724e-06,0
16124,41265,1,1,192981,4.5,35,97823,5,53,3,8.18834503720784e-07,2.00006000140003e-10,0.666666666666667,8.18705147763243e-12,8.99565276701158e-06,11,1.17356291353423e-06,0.000567088246607953,0.145454545454545,4.45204946792274e-06,2.85378920439741e-05,0
16124,80914,1,1,192981,4.5,35,1588127,4,100,3,8.18834503720784e-07,2.00006000140003e-10,0.666666666666667,8.18705147763243e-12,8.99565276701158e-06,2,0.0476190476190476,1.60004800112002e-09,0,3.05447737483556e-16,1.01480446303954e-05,0
16126,17382,1,1,384020,4,45,96285,2.5,122,7,8.69702857321767e-07,4.5075434983542e-05,0.238095238095238,9.60035833781446e-11,2.00896805188653e-05,5,1.07618646867705e-06,7.40973607798723e-05,0.2,1.84307721019123e-07,1.4216979831339e-05,0
16128,63534,1,4,111677,5,116,43071,5,50,7,1.02893573061639e-06,5.9211365415357e-05,0.19047619047619,5.36136486118795e-08,2.01079564263288e-05,1,0.333333333333333,0,NA,1.92407273945693e-16,8.16506588879217e-06,0
16128,165502,1,1,111677,5,116,775514,4.5,41,7,1.02893573061639e-06,5.9211365415357e-05,0.19047619047619,5.36136486118795e-08,2.01079564263288e-05,1,9.22107716935061e-07,0,NA,1.45756890526381e-09,5.49451190661322e-06,0
16134,56518,1,0,135106,4,27,276226,3.5,28,6,0.0153846153846154,3.90011700273006e-09,0.4,4.5296111609645e-16,1.82548442255158e-05,2,0.0294117647058824,0,1,0,5.36692092483681e-06,0
16134,56519,1,1,135106,4,27,486809,5,26,6,0.0153846153846154,3.90011700273006e-09,0.4,4.5296111609645e-16,1.82548442255158e-05,1,0.166666666666667,0,NA,1.84685919922562e-16,7.43877963397551e-06,0
16163,93825,1,1,129740,4.5,31,166829,4.5,130,1,1.20027126130505e-06,0,NA,3.39559164751162e-06,3.85693675603861e-06,4,1.25317837365017e-06,3.64026978981273e-05,0,2.07560277695509e-05,1.04922826156736e-05,1
16268,59570,1,3,885585,3.5,51,1186015,4.5,58,3,0.037037037037037,4.00012000280006e-10,0.333333333333333,4.15980497556983e-16,1.25649566272176e-05,2,0.5,2.00006000140003e-10,0,4.4143034321939e-16,1.54706511576969e-05,0
16389,53175,1,1,604820,5,42,275,4.5,990,1,1,0,NA,2.28359595720539e-16,1.06002609784273e-05,2,1.16034587589869e-06,9.5861037219902e-05,0,2.72785610250112e-06,7.5729784255874e-06,0
16418,171889,1,0,35219,5,41,431310,4.5,95,4,1.15024103300847e-06,0.000470363711030365,0,5.39367216737339e-06,1.36339584195208e-05,2,9.46362089491785e-07,0,1,9.35069397892463e-11,8.32887218047665e-06,0
16440,69250,1,3,132314,4,34,66175,4.5,31,4,0.166666666666667,6.66686667133343e-11,0.833333333333333,2.86614054622798e-16,1.22625900895785e-05,1,7.45577606427475e-07,0,NA,3.60013467718466e-14,5.99320298138248e-06,0
16482,18286,1,1,1015787,4,345,81813,4,30,2,9.7310815610601e-07,8.77146818026698e-06,0,1.13831402651965e-08,7.46177765659519e-06,2,0.142857142857143,0,1,3.06718876424064e-16,1.01668050123546e-05,0
16486,20386,1,1,52031,4.5,37,876,4,433,1,1.04921004975354e-06,0,NA,2.99556183101029e-07,4.16000926455977e-06,1,1,0,NA,2.28439749704504e-16,1.06002609784273e-05,0
16486,52102,1,1,52031,4.5,37,200437,3.5,49,1,1.04921004975354e-06,0,NA,2.99556183101029e-07,4.16000926455977e-06,1,1.20878934911529e-06,0,NA,1.68666320128347e-05,5.01590362743842e-06,0
16517,21562,1,1,63580,3.5,33,1005098,3.5,273,2,1.08999785270423e-06,3.30523109639501e-06,0,1.34039519663032e-06,6.82422638186357e-06,3,1.07515783316991e-06,3.28483068895138e-06,0.666666666666667,7.90047178492171e-07,9.08239887409114e-06,0
16517,115547,1,1,63580,3.5,33,300002,4,26,2,1.08999785270423e-06,3.30523109639501e-06,0,1.34039519663032e-06,6.82422638186357e-06,4,0.0303030303030303,2.00006000140003e-09,0.5,4.96093785161349e-16,1.46611924414416e-05,0
16527,18988,1,1,490358,4.5,27,89165,4,406,4,1.17028597107989e-06,7.32974379958833e-05,0.5,1.86866691401004e-06,1.13966003723714e-05,3,9.89356502743486e-07,5.46662246268366e-05,0.333333333333333,2.79398339680282e-09,8.7855850958437e-06,0
16570,20338,1,1,476663,4.5,47,627428,4,40,3,1.19853491092489e-06,6.33746733846272e-07,0.333333333333333,5.70332609686918e-06,9.15706771333174e-06,2,1.20951306213631e-06,5.33857459761026e-05,0,4.33795848895023e-05,6.58779250112186e-06,0
16570,117639,1,2,476663,4.5,47,315010,3.5,30,3,1.19853491092489e-06,6.33746733846272e-07,0.333333333333333,5.70332609686918e-06,9.15706771333174e-06,1,1,0,NA,2.28380742426953e-16,1.06002609784192e-05,0
16613,41950,1,2,154486,4.5,134,106825,3.5,91,3,0.333333333333333,1.00003000070001e-10,0.666666666666667,4.60369084691836e-16,1.25173294532458e-05,1,1.04802468307734e-06,0,NA,3.15606445755954e-08,4.81384440913476e-06,0
16677,166763,1,1,713550,4.5,27,470085,4.5,381,4,0.25,4.00012000280006e-10,0.5,5.56523975757479e-16,1.46848025693908e-05,5,9.95694616478348e-07,3.64024393067505e-05,0.3,4.57671981685943e-09,1.59368323999493e-05,0
16846,27162,1,2,784305,5,124,185789,4,85,1,1.20027126130505e-06,0,NA,3.3955916475118e-06,3.85693675603861e-06,3,1.28892887432686e-06,8.0392015507938e-05,0.333333333333333,7.78625230223968e-05,1.1428472688712e-05,0
16847,39832,1,1,318544,4,34,39919,3.5,30,5,1.21115669097458e-06,9.16649946692108e-05,0,9.45189109828669e-06,1.52032599274527e-05,2,0.5,0,1,3.55997315740474e-16,1.06002609784174e-05,0
16847,189445,1,2,318544,4,34,327667,3.5,42,5,1.21115669097458e-06,9.16649946692108e-05,0,9.45189109828669e-06,1.52032599274527e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
16912,83607,1,1,164636,4.5,63,46892,4.5,206,3,1.10441101760431e-06,5.70181282741562e-05,0,5.9825008158362e-07,9.45307978416781e-06,3,9.45385102621553e-07,0.000224129526528121,0.333333333333333,2.07830961397809e-10,1.10150700844369e-05,0
16922,40582,1,1,772363,4,147,19586,3.5,56,4,0.0666666666666667,5.26682467035341e-09,0,5.59587544456318e-16,1.66611345230703e-05,20,1.33572338771508e-06,0.00158879208715072,0.0578947368421053,6.79612749126815e-05,5.6518618748797e-05,0
16922,156415,1,4,772363,4,147,703311,3.5,107,4,0.0666666666666667,5.26682467035341e-09,0,5.59587544456318e-16,1.66611345230703e-05,8,0.0222222222222222,1.0867945083798e-08,0.464285714285714,0,1.68108521399066e-05,0
16957,110254,1,1,141611,4.5,33,37094,4,62,1,9.58160944210121e-07,0,NA,3.77512859192965e-08,3.91929082131589e-06,7,1.01626119538739e-06,6.82630372305027e-05,0.285714285714286,7.96979887263587e-09,1.78342447832908e-05,0
16957,110255,1,1,141611,4.5,33,211902,4.5,28,1,9.58160944210121e-07,0,NA,3.77512859192965e-08,3.91929082131589e-06,4,1.01790805643689e-06,4.70978849691674e-06,0.833333333333333,4.75337362066531e-08,1.11326464983251e-05,0
16976,25992,1,1,428979,3.5,135,5432,5,34,4,9.59739872105065e-07,3.15001143816222e-05,0.166666666666667,1.38200863503931e-08,1.47329301637992e-05,10,1.55178540669968e-06,0.00994901407774666,0.0222222222222222,0.0326648184279698,2.93709727708892e-05,0
16976,45348,1,0,428979,3.5,135,15327,4.5,187,4,9.59739872105065e-07,3.15001143816222e-05,0.166666666666667,1.38200863503931e-08,1.47329301637992e-05,1,5.7136098758604e-07,0,NA,1.65667786028223e-16,5.89515209288646e-06,0
16980,22105,1,1,6225,4.5,26,2163,4,73,4,1.12542020376858e-06,6.66686667133343e-11,0.833333333333333,6.08534137411043e-06,1.08996007882458e-05,18,1.54459953940042e-06,0.00151819981650351,0.0522875816993464,0.0978865800408075,4.74800068165976e-05,0
16980,22106,1,1,6225,4.5,26,188376,3,83,4,1.12542020376858e-06,6.66686667133343e-11,0.833333333333333,6.08534137411043e-06,1.08996007882458e-05,8,1.242004595417e-06,0.00017075230353339,0.142857142857143,3.74153401998968e-05,2.27750946654594e-05,0
17171,80177,1,2,50057,4,63,139751,4.5,27,2,0.25,4.00012000280006e-10,0,4.05907916548645e-16,1.37617423228576e-05,2,1.19064061227503e-06,2.18853743326644e-05,0,3.72872381242014e-05,7.26383153852216e-06,0
17322,36082,1,0,52435,3.5,47,178325,5,270,11,1.21175254558916e-06,0.00149974199673282,0.127272727272727,5.84509268679987e-06,2.98629566916303e-05,2,0.111111111111111,8.00024000560012e-10,0,3.63634825016655e-16,1.25636442292922e-05,0
17346,32275,1,2,1881,4,75,83770,3.5,46,2,1.13054646093736e-06,0,1,4.99076008255885e-06,6.9805549156505e-06,5,1.10019836576535e-06,0.000212796835222312,0,9.67360488004587e-07,1.58637558305227e-05,0
17346,70379,1,1,1881,4,75,884475,4.5,25,2,1.13054646093736e-06,0,1,4.99076008255885e-06,6.9805549156505e-06,2,1.00135282767018e-06,5.7946688486709e-05,0,5.17137379575592e-08,8.26185696287271e-06,0
17361,17367,1,1,538,4,419,7914,4,299,4,9.805036651227e-07,2.79124624153738e-05,0.666666666666667,1.181978681207e-08,1.12679742123089e-05,1,9.91176546384089e-07,0,NA,8.16161762636891e-09,4.01705796127378e-06,0
17388,35029,1,0,90798,4,29,30461,4,68,4,1.09902066268748e-06,8.65938113361514e-05,0,5.90082526573843e-08,1.48172342325734e-05,3,0.333333333333333,0,1,3.56106090449176e-16,1.0600260978421e-05,0
17400,21338,1,0,106351,5,26,672349,3.5,29,1,1,0,NA,2.28448206484852e-16,1.06002609784273e-05,2,0.25,0,1,2.6040212206603e-16,8.68319250360125e-06,0
17400,23153,1,2,106351,5,26,444,4,144,1,1,0,NA,2.28448206484852e-16,1.06002609784273e-05,4,8.42162707519418e-07,1.30003900091002e-09,0.666666666666667,6.35818332728464e-11,1.1020154213729e-05,0
17419,154964,1,0,251745,4.5,68,440172,4.5,54,1,9.01903557648774e-07,0,NA,5.87050816222113e-10,6.0062922706349e-06,4,1.047254204202e-06,0.000112197524098715,0,4.78838234964564e-08,1.42770541644459e-05,0
17424,120857,1,1,32949,4.5,48,277687,3,33,4,1.27826728313237e-06,0.000227813829321201,0.166666666666667,0.000343293332607243,1.19009075453171e-05,2,7.09538395605971e-07,0,1,3.462422807688e-15,8.82003734211673e-06,0
17424,164026,1,1,32949,4.5,48,6771,4,26,4,1.27826728313237e-06,0.000227813829321201,0.166666666666667,0.000343293332607243,1.19009075453171e-05,1,1,0,NA,2.28540721593723e-16,1.06002609784192e-05,0
17461,161183,1,1,157197,4,42,719747,3.5,210,5,1.07858808505314e-06,4.62265607833483e-05,0.1,8.30482751061363e-07,1.96088071495213e-05,2,8.3984704705579e-07,1.42870286080008e-05,0,9.01954039415985e-11,9.58054717069405e-06,0
17461,257740,1,2,157197,4,42,927175,4.5,500,5,1.07858808505314e-06,4.62265607833483e-05,0.1,8.30482751061363e-07,1.96088071495213e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
17660,32298,1,1,26110,4,34,150518,4.5,36,2,6.84093726313255e-07,8.57161714680008e-05,0,6.0274331462799e-15,9.8281737045292e-06,8,9.8740954094343e-07,0.000534563605415827,0.142857142857143,6.30380789884947e-09,2.50766015834569e-05,0
17667,60622,1,2,437171,4,251,175915,4.5,333,3,9.60722770955045e-07,2.85738572100015e-05,0,4.44878018813514e-09,1.28846481694812e-05,3,1.17887827374497e-06,9.41642343386163e-05,0.333333333333333,5.89147561738642e-06,8.96650597362306e-06,0
17701,102999,1,1,447671,4,328,17185,4.5,114,2,9.23381496912212e-07,1.16558127802553e-06,0,7.36914317516077e-10,8.15326581397217e-06,3,7.31755862827973e-07,1.42866285960006e-05,0.666666666666667,6.29108238551114e-15,1.20251928514287e-05,0
17701,134814,1,1,447671,4,328,8985,4.5,50,2,9.23381496912212e-07,1.16558127802553e-06,0,7.36914317516077e-10,8.15326581397217e-06,7,0.142857142857143,1.80005400126003e-10,0.809523809523809,0,1.21581352789284e-05,0
17701,174559,1,1,447671,4,328,19989,4.5,37,2,9.23381496912212e-07,1.16558127802553e-06,0,7.36914317516077e-10,8.15326581397217e-06,1,1,0,NA,2.28293518591512e-16,1.06002609784192e-05,0
17701,210042,1,4,447671,4,328,38351,4.5,286,2,9.23381496912212e-07,1.16558127802553e-06,0,7.36914317516077e-10,8.15326581397217e-06,7,1.13307000786351e-06,0.000163716234605452,0.476190476190476,5.95270845585056e-07,1.74911409923403e-05,0
17701,257957,1,1,447671,4,328,7907,3.5,98,2,9.23381496912212e-07,1.16558127802553e-06,0,7.36914317516077e-10,8.15326581397217e-06,2,1.05531207160926e-06,3.04237861580465e-05,0,9.23168297832681e-09,7.44788522871579e-06,0
17864,101619,1,2,33107,4.5,35,627410,4,84,4,0.125,1.10003300077002e-09,0.333333333333333,4.89596510179874e-16,1.49574398405727e-05,2,9.32704441818363e-07,0,1,1.05897725299441e-08,8.62611776522441e-06,0
17968,152521,1,2,2430,3.5,273,1373646,4.5,26,6,1.20054793007529e-06,8.69442287719855e-05,0.133333333333333,4.39967063323738e-06,1.6085011710578e-05,1,8.6771058034219e-07,0,NA,9.22595205919819e-11,5.3911458675231e-06,0
18014,51287,1,0,583329,4,47,81836,4.5,31,5,1.1042951560093e-06,2.037840186414e-07,0.8,7.71672873522737e-08,1.15244861249221e-05,3,1.18520906495301e-06,1.51756933936986e-05,0,3.10910754426131e-05,9.4449920620684e-06,0
18041,64572,1,1,104759,4,25,356505,2.5,696,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,2,1.14637881858784e-06,2.85736572040014e-05,0,3.68601481816284e-06,8.75460970687289e-06,0
18043,45942,1,1,39310,4.5,56,591860,2,45,3,1.06639025831171e-06,4.02025056381543e-06,0.333333333333333,2.27809296587976e-07,1.02954600261616e-05,4,0.166666666666667,5.00015000350007e-11,0.833333333333333,1.09916886372074e-16,9.88231501573803e-06,0
18043,131863,1,1,39310,4.5,56,1047421,4.5,450,3,1.06639025831171e-06,4.02025056381543e-06,0.333333333333333,2.27809296587976e-07,1.02954600261616e-05,2,0.166666666666667,0,1,1.47762364864254e-16,7.1186102947975e-06,0
18043,224690,1,1,39310,4.5,56,358063,4.5,90,3,1.06639025831171e-06,4.02025056381543e-06,0.333333333333333,2.27809296587976e-07,1.02954600261616e-05,1,6.99439608985281e-07,0,NA,0,4.30175420578516e-06,0
18053,114007,1,1,21217,3.5,44,405822,5,30,5,1.21349503559181e-06,8.11336390213099e-05,0.1,1.75111117300685e-05,1.61289786404483e-05,3,1.02098220530114e-06,2.85736572040014e-05,0.333333333333333,6.09033854234207e-07,1.28152440048253e-05,0
18088,56201,1,0,55379,4.5,32,314754,5,360,2,8.87557946439428e-07,1.42870286080008e-05,0,1.06309585142978e-11,1.12789661319637e-05,1,0.333333333333333,0,NA,1.92329944114761e-16,8.16506588879217e-06,0
18128,41645,1,1,123495,4,38,296358,3,43,1,1.05636108957308e-06,0,NA,1.26932693172453e-07,4.39110470655933e-06,13,9.72859174743019e-07,0.000658111286045687,0.115384615384615,1.31076490786332e-09,3.43900951149323e-05,0
18187,18191,1,1,175508,4,217,111994,3.5,31,2,8.12368802438406e-07,0,1,1.66972024248352e-11,6.98515082843021e-06,3,0.125,9.00027000630014e-10,0,5.40630818318801e-16,1.54706511577021e-05,0
18281,21266,1,1,21580,4.5,30,545115,4,41,2,8.486133233989e-07,0,1,5.04346285546295e-11,7.7788857553832e-06,9,1.01501099764416e-06,0.000341904893265332,0.0555555555555556,4.0670426716564e-09,2.87954594314145e-05,0
18283,18286,1,1,2087,4.5,56,81813,4,30,2,1.12750376304381e-06,7.25300019492962e-06,0,2.65259073319819e-06,7.05273133357839e-06,2,0.142857142857143,0,1,3.06718876424064e-16,1.01668050123546e-05,0
18283,169118,1,2,2087,4.5,56,49667,4.5,71,2,1.12750376304381e-06,7.25300019492962e-06,0,2.65259073319819e-06,7.05273133357839e-06,2,7.80041545012687e-07,1.42870286080008e-05,0,4.54842406403691e-13,9.66559661173604e-06,0
18315,41326,1,1,27449,4.5,28,943933,4.5,54,1,0.166666666666667,0,NA,1.84553943058278e-16,7.43877963397364e-06,1,9.66442226566917e-07,0,NA,1.99792328927907e-09,4.07061814273386e-06,0
18315,43799,1,1,27449,4.5,28,173484,5,60,1,0.166666666666667,0,NA,1.84553943058278e-16,7.43877963397364e-06,2,1.04579866075024e-06,8.31716165596867e-06,0,1.50879868444577e-07,7.23488560944758e-06,0
18364,256726,1,1,33878,4.5,32,163747,4.5,25,6,1.25395937673203e-06,0.000130353240373404,0.2,0.000368643715864553,1.59639480505017e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
18397,161929,1,0,1370,5,43,529025,4,27,3,1.10691589985068e-06,1.42860285780001e-05,0.666666666666667,1.11152076169755e-07,1.06524991945234e-05,2,0.5,0,1,3.56149184398097e-16,1.06002609784041e-05,0
18397,174752,1,0,1370,5,43,140047,4.5,32,3,1.10691589985068e-06,1.42860285780001e-05,0.666666666666667,1.11152076169755e-07,1.06524991945234e-05,4,1.02466050435839e-06,0.000220067552851714,0.333333333333333,6.15337807035971e-09,1.09741936253641e-05,0
18415,46601,1,0,361885,4.5,77,1443482,4.5,42,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,6,1.19125617964143e-06,5.91813808404891e-05,0.266666666666667,1.58191433262494e-05,1.76271386054392e-05,0
18426,24638,1,2,106273,4,41,8229,3.5,57,1,1,0,NA,2.28402639009435e-16,1.06002609784192e-05,6,1.14304133580383e-06,0.000108959296039624,0.0666666666666667,1.69385844171157e-06,2.09441307299297e-05,0
18426,28362,1,1,106273,4,41,445767,4,45,1,1,0,NA,2.28402639009435e-16,1.06002609784192e-05,2,9.66543110239074e-07,5.71457143600017e-05,0,1.32609096648616e-08,8.88308652093934e-06,0
18426,73133,1,3,106273,4,41,179325,5,417,1,1,0,NA,2.28402639009435e-16,1.06002609784192e-05,1,0.125,0,NA,1.3026754313103e-16,5.37897740638317e-06,0
18435,19094,1,2,321953,3.5,77,351430,3.5,78,5,1.24093497004383e-06,4.76220953200915e-06,0.7,6.28801718110046e-05,1.2049997094993e-05,1,1.00124354448225e-06,0,NA,9.29235297459862e-09,5.52649286139179e-06,0
18435,19096,1,1,321953,3.5,77,339959,3.5,39,5,1.24093497004383e-06,4.76220953200915e-06,0.7,6.28801718110046e-05,1.2049997094993e-05,1,0.333333333333333,0,NA,1.92458049228299e-16,8.16506588879217e-06,0
18469,18471,1,2,13570,4.5,27,23079,3,332,3,1.05440631125442e-06,0.000165116217615432,0,7.60537913659005e-08,1.10112566596614e-05,3,9.74453721243871e-07,7.56992615839864e-05,0.333333333333333,1.79275933000316e-08,1.08519662264326e-05,0
18469,21284,1,1,13570,4.5,27,4644,4,30,3,1.05440631125442e-06,0.000165116217615432,0,7.60537913659005e-08,1.10112566596614e-05,3,1.14464409581129e-06,1.84681981787681e-05,0.333333333333333,1.73597667639164e-06,1.02689964172301e-05,0
18471,21284,1,1,23079,3,332,4644,4,30,3,9.74453721243871e-07,7.56992615839864e-05,0.333333333333333,1.79275933000316e-08,1.08519662264326e-05,3,1.14464409581129e-06,1.84681981787681e-05,0.333333333333333,1.73597667639164e-06,1.02689964172301e-05,0
18477,19237,1,1,446170,3.5,40,282309,4.5,36,12,1.34776338665984e-06,0.000397862196620573,0.166666666666667,0.00075630524253774,3.03298977576886e-05,3,9.56621061351935e-07,5.71457143600017e-05,0.333333333333333,8.8713260732893e-09,1.04626159097269e-05,0
18478,59186,1,1,909862,4.5,63,17506,4.5,27,7,1.12187613589959e-06,0.000269848782914641,0.0476190476190476,2.24561690319859e-06,2.10200395245677e-05,2,0.5,0,1,3.56141245728763e-16,1.06002609784041e-05,0
18478,106943,1,1,909862,4.5,63,977977,4,41,7,1.12187613589959e-06,0.000269848782914641,0.0476190476190476,2.24561690319859e-06,2.10200395245677e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
18478,142979,1,0,909862,4.5,63,85809,4.5,43,7,1.12187613589959e-06,0.000269848782914641,0.0476190476190476,2.24561690319859e-06,2.10200395245677e-05,2,0.5,0,1,3.55936862052066e-16,1.06002609784111e-05,0
18534,91552,1,1,26095,4.5,34,3868,4,96,4,9.75603093442289e-07,2.14300428970009e-05,0.5,1.19094556986376e-08,1.38359442997351e-05,2,1.01102011930037e-06,0,1,1.16222468840811e-08,7.64359622780893e-06,0
18658,18662,1,1,14817,4.5,44,79573,4.5,172,4,9.42787861417727e-07,1.42870286080008e-05,0.5,2.01466327939845e-09,1.31473776450579e-05,2,1.03820813581424e-06,0,1,6.94531738275472e-08,6.79565488976582e-06,0
18658,38897,1,2,14817,4.5,44,33082,4.5,36,4,9.42787861417727e-07,1.42870286080008e-05,0.5,2.01466327939845e-09,1.31473776450579e-05,5,0.2,5.00015000350007e-11,0.9,8.76713586918678e-17,1.12726655927173e-05,0
18658,43977,1,1,14817,4.5,44,538091,4,36,4,9.42787861417727e-07,1.42870286080008e-05,0.5,2.01466327939845e-09,1.31473776450579e-05,2,0.0119047619047619,0,1,1.1860716030364e-16,8.07870511281071e-06,0
18731,45670,1,2,366627,5,66,869,4.5,57,1,1.36717548380922e-06,0,NA,0.000789829716402035,3.82572104155303e-06,1,1,0,NA,2.28550989721745e-16,1.06002609784273e-05,0
18761,115569,1,1,4128,4,64,128779,3.5,39,4,1.05882066436761e-06,5.27031955371214e-05,0,3.19575435054179e-07,1.47618158888661e-05,5,1.17457744576389e-06,0.000139626393049264,0.1,2.40708290653647e-05,1.90026636606002e-05,0
18906,62424,1,1,386356,3,33,42,4,1377,6,9.23949700178322e-07,7.44164837696504e-05,0.4,6.19001929279795e-10,1.67485597533643e-05,11,1.08040597334855e-06,0.000429715883771068,0.109090909090909,4.39248010169961e-08,2.9411142827214e-05,0
18906,94178,1,1,386356,3,33,51168,4,38,6,9.23949700178322e-07,7.44164837696504e-05,0.4,6.19001929279795e-10,1.67485597533643e-05,4,9.67648604215271e-07,4.33098772561197e-05,0.166666666666667,2.1966816190311e-09,1.35408686016049e-05,0
18906,111997,1,0,386356,3,33,419611,5,40,6,9.23949700178322e-07,7.44164837696504e-05,0.4,6.19001929279795e-10,1.67485597533643e-05,2,9.33996346206294e-07,2.14218426509952e-05,0,5.73070575111329e-10,7.31379069058871e-06,0
18906,142502,1,0,386356,3,33,482711,2,29,6,9.23949700178322e-07,7.44164837696504e-05,0.4,6.19001929279795e-10,1.67485597533643e-05,2,6.57379213143377e-07,0,1,2.16678275635079e-16,7.33973362616921e-06,0
18906,151169,1,1,386356,3,33,341391,4,28,6,9.23949700178322e-07,7.44164837696504e-05,0.4,6.19001929279795e-10,1.67485597533643e-05,4,9.56453622998501e-07,5.02119353830642e-06,0.166666666666667,1.97184210736359e-08,1.2536461643134e-05,0
19022,35052,1,1,163047,4.5,992,13425,4,73,2,0.5,0,1,3.56182995706145e-16,1.06002609784111e-05,3,0.333333333333333,0,1,3.56066455962478e-16,1.06002609784166e-05,0
19023,35052,1,6,537767,4.5,37,13425,4,73,2,0.5,0,1,3.56054186209256e-16,1.06002609784041e-05,3,0.333333333333333,0,1,3.56066455962478e-16,1.06002609784166e-05,0
19023,260566,1,1,537767,4.5,37,178949,3,26,2,0.5,0,1,3.56054186209256e-16,1.06002609784041e-05,2,1.04864122313512e-06,0,1,1.82795500342026e-07,8.64361358486634e-06,0
19237,106943,1,2,282309,4.5,36,977977,4,41,3,9.56621061351935e-07,5.71457143600017e-05,0.333333333333333,8.8713260732893e-09,1.04626159097269e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
19260,27463,1,3,1588,4.5,144,109048,4.5,251,3,1.14739163459707e-06,3.50667065132168e-07,0,2.55148219526917e-06,9.44870724710056e-06,3,1.04694391835513e-06,2.90877721040219e-05,0,1.36645811232958e-07,1.1428604693734e-05,0
19340,29642,1,4,1228,4.5,102,9900,5,50,8,1.20009408737645e-06,0.000351953619427961,0.214285714285714,2.47391875288912e-05,2.16555320907967e-05,2,1.11272951437146e-06,1.42870286080008e-05,0,1.21139024557517e-06,1.04218008498394e-05,0
19340,100274,1,4,1228,4.5,102,11139,4,32,8,1.20009408737645e-06,0.000351953619427961,0.214285714285714,2.47391875288912e-05,2.16555320907967e-05,4,1.30272960935047e-06,5.21916980366732e-05,0.166666666666667,9.81605364560053e-05,9.90286382603098e-06,0
19344,53196,1,0,68655,3.5,30,388358,4,32,5,1.13518845831191e-06,0.000158763291974386,0.5,9.60373452293104e-07,1.25560280443283e-05,1,1,0,NA,2.28542008000948e-16,1.06002609784273e-05,0
19344,79320,1,1,68655,3.5,30,208609,4,36,5,1.13518845831191e-06,0.000158763291974386,0.5,9.60373452293104e-07,1.25560280443283e-05,4,9.94101992876265e-07,0,1,4.51330209725985e-08,9.80156928592396e-06,0
19344,121043,1,1,68655,3.5,30,435814,3.5,57,5,1.13518845831191e-06,0.000158763291974386,0.5,9.60373452293104e-07,1.25560280443283e-05,2,0.0625,0,1,5.0337905113795e-17,5.90509277713126e-06,0
19344,153317,1,1,68655,3.5,30,401747,3.5,84,5,1.13518845831191e-06,0.000158763291974386,0.5,9.60373452293104e-07,1.25560280443283e-05,1,7.97410648143349e-07,0,NA,7.0898925842566e-13,5.80325360243628e-06,0
19360,29643,1,0,10455,5,43,198548,4,33,2,0.25,0,1,3.14131131120338e-16,1.04275962355504e-05,2,1.20880980586515e-06,2.85736572040014e-05,0,1.750117764115e-05,8.74200675604402e-06,0
